Indicator,S.No.,Parameters,Type,SubDistrict - _South - Total [(A+B) or (C+D)],SubDistrict - _South - Public [A],SubDistrict - _South - Private [B],SubDistrict - _South - Urban [C],SubDistrict - _South - Rural [D],SubDistrict - Autonomous - Total [(A+B) or (C+D)],SubDistrict - Autonomous - Public [A],SubDistrict - Autonomous - Private [B],SubDistrict - Autonomous - Urban [C],SubDistrict - Autonomous - Rural [D],SubDistrict - CGHS - Total [(A+B) or (C+D)],SubDistrict - CGHS - Public [A],SubDistrict - CGHS - Private [B],SubDistrict - CGHS - Urban [C],SubDistrict - CGHS - Rural [D],SubDistrict - Delhi Govt - Total [(A+B) or (C+D)],SubDistrict - Delhi Govt - Public [A],SubDistrict - Delhi Govt - Private [B],SubDistrict - Delhi Govt - Urban [C],SubDistrict - Delhi Govt - Rural [D],SubDistrict - ESI - Total [(A+B) or (C+D)],SubDistrict - ESI - Public [A],SubDistrict - ESI - Private [B],SubDistrict - ESI - Urban [C],SubDistrict - ESI - Rural [D],SubDistrict - IPP VIII-MCD - Total [(A+B) or (C+D)],SubDistrict - IPP VIII-MCD - Public [A],SubDistrict - IPP VIII-MCD - Private [B],SubDistrict - IPP VIII-MCD - Urban [C],SubDistrict - IPP VIII-MCD - Rural [D],SubDistrict - MCW Centres MCD - Total [(A+B) or (C+D)],SubDistrict - MCW Centres MCD - Public [A],SubDistrict - MCW Centres MCD - Private [B],SubDistrict - MCW Centres MCD - Urban [C],SubDistrict - MCW Centres MCD - Rural [D],SubDistrict - Private - Total [(A+B) or (C+D)],SubDistrict - Private - Public [A],SubDistrict - Private - Private [B],SubDistrict - Private - Urban [C],SubDistrict - Private - Rural [D]
M14 [Patient Services],14.1.1,Outpatient - Diabetes,TOTAL,4605,886,3719,2266,2339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,661,661,NA,661,0,NA,NA,NA,NA,NA,129,129,NA,129,NA,96,96,NA,96,0,3719,NA,3719,1380,2339
M14 [Patient Services],14.1.2,Outpatient - Hypertension,TOTAL,3819,891,2928,1249,2570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590,590,NA,590,0,NA,NA,NA,NA,NA,160,160,NA,160,NA,141,141,NA,141,0,2928,NA,2928,358,2570
M14 [Patient Services],14.1.3,Outpatient - Stroke (Paralysis),TOTAL,321,0,321,4,317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,NA,321,4,317
M14 [Patient Services],14.1.4,Outpatient - Acute Heart Diseases,TOTAL,1019,0,1019,17,1002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019,NA,1019,17,1002
M14 [Patient Services],14.1.5,Outpatient - Mental illness,TOTAL,1119,2,1117,477,642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1117,NA,1117,475,642
M14 [Patient Services],14.1.6,Outpatient - Epilepsy,TOTAL,476,0,476,1,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476,NA,476,1,475
M14 [Patient Services],14.1.7,Outpatient - Ophthalmic Related,TOTAL,5772,1222,4550,4411,1361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,796,796,NA,796,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426,426,NA,41,385,4550,NA,4550,3574,976
M14 [Patient Services],14.1.8,Outpatient - Dental,TOTAL,1713,152,1561,670,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,146,NA,146,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,6,NA,1561,NA,1561,518,1043
M14 [Patient Services],14.1.9,Outpatient - Oncology,TOTAL,2287,0,2287,1739,548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2287,NA,2287,1739,548
M14 [Patient Services],14.2.1,Allopathic- Outpatient attendance,TOTAL,562001,445756,116245,227187,334814,189939,189939,NA,NA,189939,39580,39580,NA,39580,NA,171030,171030,NA,111979,59051,17109,17109,NA,17109,NA,3792,3792,NA,3792,NA,24306,24306,NA,13866,10440,116245,NA,116245,40861,75384
M14 [Patient Services],14.2.2,Ayush - Outpatient attendance,TOTAL,10791,10743,48,10791,0,NA,NA,NA,NA,NA,4140,4140,NA,4140,NA,6603,6603,NA,6603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,48,48,0
M14 [Patient Services],14.3.1.a,Inpatient (Male)- Children<18yrs,TOTAL,2965,2476,489,206,2759,2377,2377,NA,NA,2377,NA,NA,NA,NA,NA,99,99,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,489,NA,489,206,283
M14 [Patient Services],14.3.1.b,Inpatient (Male)- Adults,TOTAL,8574,4986,3588,882,7692,4986,4986,NA,NA,4986,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3588,NA,3588,882,2706
M14 [Patient Services],14.3.2.a,Inpatient (Female)- Children<18yrs,TOTAL,1681,1314,367,175,1506,1237,1237,NA,NA,1237,NA,NA,NA,NA,NA,77,77,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367,NA,367,175,192
M14 [Patient Services],14.3.2.b,Inpatient (Female)- Adults,TOTAL,7712,3933,3779,1350,6362,3933,3933,NA,NA,3933,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3779,NA,3779,1350,2429
M14 [Patient Services],14.3.3,Number of Left Against Medical Advice (LAMA) cases,TOTAL,114,NA,114,41,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,114,41,73
M14 [Patient Services],14.4.1,Inpatient - Malaria,TOTAL,23,10,13,9,14,4,4,NA,NA,4,NA,NA,NA,NA,NA,6,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,13,9,4
M14 [Patient Services],14.4.2,Inpatient - Dengue,TOTAL,4,1,3,1,3,1,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,1,2
M14 [Patient Services],14.4.3,Inpatient - Typhoid,TOTAL,93,0,93,52,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,93,52,41
M14 [Patient Services],14.4.4,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",TOTAL,418,5,413,42,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413,NA,413,42,371
M14 [Patient Services],14.4.5,Inpatient - Tuberculosis,TOTAL,46,3,43,6,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,43,6,37
M14 [Patient Services],14.4.6,Inpatient - Pyrexia of unknown origin (PUO),TOTAL,126,1,125,97,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,NA,125,97,28
M14 [Patient Services],14.4.7,Inpatient - Diarrhea with dehydration,TOTAL,269,54,215,127,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,54,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,NA,215,127,88
M14 [Patient Services],14.4.8,Inpatient - Hepatitis,TOTAL,44,8,36,19,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,36,19,17
M14 [Patient Services],14.5,Patients registered at Emergency Department,TOTAL,31473,24471,7002,1015,30458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24471,24471,NA,NA,24471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7002,NA,7002,1015,5987
M14 [Patient Services],14.6.1,"Emergency - Trauma ( accident, injury, poisoning etc)",TOTAL,172,NA,172,89,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,NA,172,89,83
M14 [Patient Services],14.6.2,Emergency - Burn,TOTAL,9,NA,9,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,9,8,1
M14 [Patient Services],14.6.3,Emergency - Obstetrics complications,TOTAL,12,NA,12,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,12,10,2
M14 [Patient Services],14.6.4,Emergency - Snake Bite,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.6.5,Emergency - Acute Caridiac Emergencies,TOTAL,44,NA,44,24,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,44,24,20
M14 [Patient Services],14.6.7,Emergency - CVA ( Cerebovascular Disease),TOTAL,27,NA,27,7,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,27,7,20
M14 [Patient Services],14.7,Number of deaths occurring at Emergency Department,TOTAL,8,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,7,1,6
M14 [Patient Services],14.8.1,Operation major (General and spinal anaesthesia),TOTAL,5076,2425,2651,531,4545,2270,2270,NA,NA,2270,NA,NA,NA,NA,NA,155,155,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2651,NA,2651,531,2120
M14 [Patient Services],14.8.2,"Out of Operation major, Gynecology- Hysterectomy surgeries",TOTAL,107,1,106,50,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,106,50,56
M14 [Patient Services],14.8.3,"Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.",TOTAL,1931,NA,1931,NA,1931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1931,NA,1931,NA,1931
M14 [Patient Services],14.8.4,Operation minor (No or local anaesthesia),TOTAL,9908,9151,757,460,9448,8928,8928,NA,NA,8928,NA,NA,NA,NA,NA,223,223,NA,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,757,NA,757,460,297
M14 [Patient Services],14.8.5,Number of post operative Surgical Site infection,TOTAL,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,3
M14 [Patient Services],14.8.6,Number of blood units issued,TOTAL,3828,40,3788,286,3542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3788,NA,3788,286,3502
M14 [Patient Services],14.8.7,Number of blood transfusions done,TOTAL,756,40,716,255,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,NA,716,255,461
M14 [Patient Services],14.9.1,Inpatient Deaths - Male,TOTAL,276,201,75,3,273,201,201,NA,NA,201,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,75,3,72
M14 [Patient Services],14.9.2,Inpatient Deaths - Female,TOTAL,142,98,44,2,140,97,97,NA,NA,97,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,44,2,42
M14 [Patient Services],14.1,In-Patient Head Count at midnight,TOTAL,57593,32949,24644,1880,55713,29728,29728,NA,NA,29728,NA,NA,NA,NA,NA,3221,3221,NA,NA,3221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24644,NA,24644,1880,22764
M14 [Patient Services],14.11,Number of Admission in NBSU ( New Born Stabilisation Unit),TOTAL,10,NA,10,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,10,10,0
M14 [Patient Services],14.12.1,Special Newborn Care Unit (SNCU Admissions) - Inborn Male,TOTAL,40,37,3,3,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,37,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,0
M14 [Patient Services],14.12.2,Special Newborn Care Unit (SNCU Admissions) - Inborn Female,TOTAL,29,29,0,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,29,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.12.3,Outborn – Male,TOTAL,6,5,1,1,5,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0
M14 [Patient Services],14.12.4,Outborn - Female,TOTAL,13,12,1,1,12,12,12,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0
M14 [Patient Services],14.12.5,Number of newborns admitted in SNCU - referred by ASHA,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.13,Number of deaths occurring at SNCU,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.14.1,Number of children admitted in NRC,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.14.2,Number of children discharged with target weight gain from the NRCs,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.15,Number of Rogi Kalyan Samiti (RKS) meetings held,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.16,Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach,TOTAL,18,18,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,5,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.17,Stock out rate of essential Drugs,TOTAL,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M14 [Patient Services],14.18,Blood Units Issued on replacement (Family Donors to be considered as replacement donations),TOTAL,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M14 [Patient Services],14.19,Total number of blood units issued in year,TOTAL,40,40,0,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M14 [Patient Services],14.2,Patient Satisfaction Score of the facility in percentage (from Mera Aspatal),TOTAL,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M15 [Laboratory Testing],15.1,Number of Lab Tests done,TOTAL,395959,90317,305642,52713,343246,381,381,NA,NA,381,75,75,NA,75,NA,86594,86594,NA,6274,80320,280,280,NA,280,NA,219,219,NA,219,NA,2768,2768,NA,639,2129,305642,NA,305642,45226,260416
M15 [Laboratory Testing],15.2.1,Number of Hb tests conducted,TOTAL,98453,75788,22665,7373,91080,173,173,NA,NA,173,75,75,NA,75,NA,74754,74754,NA,2771,71983,1,1,NA,1,NA,106,106,NA,106,NA,679,679,NA,221,458,22665,NA,22665,4199,18466
M15 [Laboratory Testing],15.2.2,"Out of the total number of Hb tests done, Number having Hb < 7 mg",TOTAL,454,286,168,181,273,5,5,NA,NA,5,0,0,NA,0,NA,278,278,NA,88,190,0,0,NA,0,NA,0,0,NA,0,NA,3,3,NA,0,3,168,NA,168,93,75
M15 [Laboratory Testing],15.3.1.a,Male HIV - Number Tested,TOTAL,2242,711,1531,273,1969,211,211,NA,NA,211,NA,NA,NA,NA,NA,499,499,NA,79,420,0,0,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1531,NA,1531,194,1337
M15 [Laboratory Testing],15.3.1.b,Male HIV - Number Positive,TOTAL,12,9,3,5,7,0,0,NA,NA,0,NA,NA,NA,NA,NA,8,8,NA,3,5,0,0,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,3,NA,3,2,1
M15 [Laboratory Testing],15.3.2.a,Female Non ANC HIV - Number Tested,TOTAL,1487,732,755,450,1037,322,322,NA,NA,322,NA,NA,NA,NA,NA,409,409,NA,179,230,0,0,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,755,NA,755,271,484
M15 [Laboratory Testing],15.3.2.b,Female Non ANC HIV - Number Positive,TOTAL,2,1,1,1,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,1,1,0
M15 [Laboratory Testing],15.3.3.a,Number of pregnant women screened for HIV,TOTAL,1518,1349,169,494,1024,135,135,NA,NA,135,NA,NA,NA,NA,NA,1114,1114,NA,305,809,0,0,NA,0,NA,11,11,NA,11,NA,89,89,NA,35,54,169,NA,169,143,26
M15 [Laboratory Testing],15.3.3.b,"Out of the above, number screened positive",TOTAL,3,3,0,0,3,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,0,1,0,NA,0,0,0
M15 [Laboratory Testing],15.3.3.c,"Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)",TOTAL,1,1,0,0,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M15 [Laboratory Testing],15.3.4.a,Number of Male STI/RTI attendees tested for syphilis,TOTAL,53,NA,53,53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,53,53,0
M15 [Laboratory Testing],15.3.4.b,Number of Male STI/RTI attendees found sero Positive for syphilis,TOTAL,7,NA,7,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,7,7,0
M15 [Laboratory Testing],15.3.4.c,Number of Female (Non ANC)STI/RTI attendees tested for syphilis,TOTAL,1,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0
M15 [Laboratory Testing],15.3.4.d,Number of Female (Non ANC) STI/RTI attendees found sero Positive for syphilis,TOTAL,11,NA,11,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,11,11,0
M15 [Laboratory Testing],15.4.1,Widal tests - Number Tested,TOTAL,1121,541,580,427,694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541,541,NA,23,518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580,NA,580,404,176
M15 [Laboratory Testing],15.4.2,Widal tests - Number Positive,TOTAL,167,30,137,121,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,NA,2,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,NA,137,119,18
M15 [Laboratory Testing],15.5.1,Radiology - X-ray,TOTAL,22107,3762,18345,5245,16862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3762,3762,NA,NA,3762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18345,NA,18345,5245,13100
M15 [Laboratory Testing],15.5.2,Radiology - Ultrasonography (USG),TOTAL,9819,1007,8812,1260,8559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1007,1007,NA,NA,1007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8812,NA,8812,1260,7552
M16 [Details of deaths reported with probable causes:],16.1,Infant deaths within 24 hrs(1 to 23 Hrs) of birth,TOTAL,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.2.1,Infant Deaths up to 4 weeks due to Sepsis,TOTAL,1,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1
M16 [Details of deaths reported with probable causes:],16.2.2,Infant Deaths up to 4 weeks due to Asphyxia,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.2.3,Infant Deaths up to 4 weeks due to Other causes,TOTAL,4,4,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,4,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.3.1,Number of Infant Deaths (1 -12 months) due to Pneumonia,TOTAL,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA
M16 [Details of deaths reported with probable causes:],16.3.2,Number of Infant Deaths (1 -12 months) due to Diarrhoea,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.3.3,Number of Infant Deaths (1 -12 months) due to Fever related,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.3.4,Number of Infant Deaths (1 -12 months) due to Measles,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.3.5,Number of Infant Deaths (1 -12 months) due to Others,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.4.1,Number of Child Deaths (1 -5 years) due to Pneumonia,TOTAL,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
