Indicator,S.No.,Parameters,Type,SubDistrict - _South - Total [(A+B) or (C+D)],SubDistrict - _South - Public [A],SubDistrict - _South - Private [B],SubDistrict - _South - Urban [C],SubDistrict - _South - Rural [D],SubDistrict - Autonomous - Total [(A+B) or (C+D)],SubDistrict - Autonomous - Public [A],SubDistrict - Autonomous - Private [B],SubDistrict - Autonomous - Urban [C],SubDistrict - Autonomous - Rural [D],SubDistrict - CGHS - Total [(A+B) or (C+D)],SubDistrict - CGHS - Public [A],SubDistrict - CGHS - Private [B],SubDistrict - CGHS - Urban [C],SubDistrict - CGHS - Rural [D],SubDistrict - Delhi Govt - Total [(A+B) or (C+D)],SubDistrict - Delhi Govt - Public [A],SubDistrict - Delhi Govt - Private [B],SubDistrict - Delhi Govt - Urban [C],SubDistrict - Delhi Govt - Rural [D],SubDistrict - ESI - Total [(A+B) or (C+D)],SubDistrict - ESI - Public [A],SubDistrict - ESI - Private [B],SubDistrict - ESI - Urban [C],SubDistrict - ESI - Rural [D],SubDistrict - IPP VIII-MCD - Total [(A+B) or (C+D)],SubDistrict - IPP VIII-MCD - Public [A],SubDistrict - IPP VIII-MCD - Private [B],SubDistrict - IPP VIII-MCD - Urban [C],SubDistrict - IPP VIII-MCD - Rural [D],SubDistrict - MCW Centres MCD - Total [(A+B) or (C+D)],SubDistrict - MCW Centres MCD - Public [A],SubDistrict - MCW Centres MCD - Private [B],SubDistrict - MCW Centres MCD - Urban [C],SubDistrict - MCW Centres MCD - Rural [D],SubDistrict - NGO - Total [(A+B) or (C+D)],SubDistrict - NGO - Public [A],SubDistrict - NGO - Private [B],SubDistrict - NGO - Urban [C],SubDistrict - NGO - Rural [D],SubDistrict - Private - Total [(A+B) or (C+D)],SubDistrict - Private - Public [A],SubDistrict - Private - Private [B],SubDistrict - Private - Urban [C],SubDistrict - Private - Rural [D]
M11 [NVBDCP],11.2.2,Kala Azar Positive Cases,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M11 [NVBDCP],11.2.3,Post-kala-azar dermal leishmaniasis (PKDL) cases,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M11 [NVBDCP],11.3.1,Dengue - RDT Test Positive,TOTAL,21,0,21,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,21,NA,21,0,21
M11 [NVBDCP],11.3.2,Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M11 [NVBDCP],11.4.1,Tests Conducted for JE,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M11 [NVBDCP],11.4.2,Tests Positive for JE,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M12 [Adolscent Health],12.1.1.a,Girls registered in AFHC,TOTAL,26,26,0,9,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17,NA,9,8,0,0,NA,0,NA,NA,NA,NA,NA,NA,9,9,NA,NA,9,NA,NA,NA,NA,NA,0,NA,0,0,0
M12 [Adolscent Health],12.1.1.b,Boys registered in AFHC,TOTAL,8,8,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,8,8,NA,NA,8,NA,NA,NA,NA,NA,0,NA,0,0,0
M12 [Adolscent Health],12.1.2.a,"Out of registered, Girls received clinical services",TOTAL,24,24,0,9,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,9,6,0,0,NA,0,NA,NA,NA,NA,NA,NA,9,9,NA,NA,9,NA,NA,NA,NA,NA,0,NA,0,0,0
M12 [Adolscent Health],12.1.2.b,"Out of registered, Boys received clinical services",TOTAL,8,8,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,8,8,NA,NA,8,NA,NA,NA,NA,NA,0,NA,0,0,0
M12 [Adolscent Health],12.1.3.a,"Out of registered, Girls received counselling",TOTAL,17,17,0,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17,NA,9,8,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M12 [Adolscent Health],12.1.3.b,"Out of registered, Boys received counselling",TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.1,Number of on-going DOTS patients registered,TOTAL,513,513,0,338,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512,512,NA,337,175,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.2,Number of DOTS cases completed successfully,TOTAL,74,74,0,74,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,69,NA,69,NA,5,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.1.1,Outpatient - Diabetes,TOTAL,3761,612,3149,1539,2222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,492,492,NA,492,NA,NA,NA,NA,NA,NA,91,91,NA,91,NA,29,29,NA,29,NA,124,NA,124,124,NA,3025,NA,3025,803,2222
M14 [Patient Services],14.1.2,Outpatient - Hypertension,TOTAL,2356,645,1711,909,1447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476,476,NA,476,NA,NA,NA,NA,NA,NA,128,128,NA,128,NA,41,41,NA,41,NA,87,NA,87,87,NA,1624,NA,1624,177,1447
M14 [Patient Services],14.1.3,Outpatient - Stroke (Paralysis),TOTAL,142,NA,142,0,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,142,NA,142,0,142
M14 [Patient Services],14.1.4,Outpatient - Acute Heart Diseases,TOTAL,2993,NA,2993,14,2979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,2993,NA,2993,14,2979
M14 [Patient Services],14.1.5,Outpatient - Mental illness,TOTAL,872,0,872,186,686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,872,NA,872,186,686
M14 [Patient Services],14.1.6,Outpatient - Epilepsy,TOTAL,214,NA,214,0,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,214,NA,214,0,214
M14 [Patient Services],14.1.7,Outpatient - Ophthalmic Related,TOTAL,3329,673,2656,2610,719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539,539,NA,539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,134,NA,34,100,162,NA,162,162,NA,2494,NA,2494,1875,619
M14 [Patient Services],14.1.8,Outpatient - Dental,TOTAL,762,125,637,378,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,112,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,NA,13,NA,75,NA,75,75,NA,562,NA,562,178,384
M14 [Patient Services],14.1.9,Outpatient - Oncology,TOTAL,3957,NA,3957,1071,2886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3957,NA,3957,1071,2886
M14 [Patient Services],14.2.1,Allopathic- Outpatient attendance,TOTAL,268075,199646,68429,176090,91985,NA,NA,NA,NA,NA,33871,33871,NA,33871,NA,128725,128725,NA,86844,41881,14849,14849,NA,14849,NA,3254,3254,NA,3254,NA,18947,18947,NA,10929,8018,4261,NA,4261,4261,NA,64168,NA,64168,22082,42086
M14 [Patient Services],14.2.2,Ayush - Outpatient attendance,TOTAL,14292,14277,15,14292,0,NA,NA,NA,NA,NA,2601,2601,NA,2601,NA,11676,11676,NA,11676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,15,15,0
M14 [Patient Services],14.3.1.a,Inpatient (Male)- Children<18yrs,TOTAL,2593,2259,334,142,2451,1941,1941,NA,NA,1941,NA,NA,NA,NA,NA,318,318,NA,NA,318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,333,NA,333,141,192
M14 [Patient Services],14.3.1.b,Inpatient (Male)- Adults,TOTAL,6321,3778,2543,529,5792,3713,3713,NA,NA,3713,NA,NA,NA,NA,NA,65,65,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,27,27,NA,2516,NA,2516,502,2014
M14 [Patient Services],14.3.2.a,Inpatient (Female)- Children<18yrs,TOTAL,1405,1149,256,106,1299,855,855,NA,NA,855,NA,NA,NA,NA,NA,294,294,NA,NA,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,4,NA,252,NA,252,102,150
M14 [Patient Services],14.3.2.b,Inpatient (Female)- Adults,TOTAL,5954,3472,2482,872,5082,2830,2830,NA,NA,2830,NA,NA,NA,NA,NA,642,642,NA,NA,642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,95,95,NA,2387,NA,2387,777,1610
M14 [Patient Services],14.3.3,Number of Left Against Medical Advice (LAMA) cases,TOTAL,69,NA,69,4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,68,NA,68,3,65
M14 [Patient Services],14.4.1,Inpatient - Malaria,TOTAL,35,0,35,35,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,35,NA,35,35,0
M14 [Patient Services],14.4.2,Inpatient - Dengue,TOTAL,8,6,2,2,6,6,6,NA,NA,6,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,2,NA,2,2,0
M14 [Patient Services],14.4.3,Inpatient - Typhoid,TOTAL,67,6,61,41,26,4,4,NA,NA,4,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,61,NA,61,41,20
M14 [Patient Services],14.4.4,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",TOTAL,165,0,165,25,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,NA,163,NA,163,23,140
M14 [Patient Services],14.4.5,Inpatient - Tuberculosis,TOTAL,41,0,41,7,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,40,NA,40,6,34
M14 [Patient Services],14.4.6,Inpatient - Pyrexia of unknown origin (PUO),TOTAL,59,0,59,35,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,59,NA,59,35,24
M14 [Patient Services],14.4.7,Inpatient - Diarrhea with dehydration,TOTAL,123,1,122,41,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,122,NA,122,41,81
M14 [Patient Services],14.4.8,Inpatient - Hepatitis,TOTAL,29,3,26,5,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,26,NA,26,5,21
M14 [Patient Services],14.5,Patients registered at Emergency Department,TOTAL,4366,NA,4366,847,3519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4366,NA,4366,847,3519
M14 [Patient Services],14.6.1,"Emergency - Trauma ( accident, injury, poisoning etc)",TOTAL,97,NA,97,33,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,97,NA,97,33,64
M14 [Patient Services],14.6.2,Emergency - Burn,TOTAL,8,NA,8,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,8,NA,8,7,1
M14 [Patient Services],14.6.3,Emergency - Obstetrics complications,TOTAL,4,NA,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,4,NA,4,4,0
M14 [Patient Services],14.6.4,Emergency - Snake Bite,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M14 [Patient Services],14.6.5,Emergency - Acute Caridiac Emergencies,TOTAL,21,NA,21,4,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,21,NA,21,4,17
M14 [Patient Services],14.6.7,Emergency - CVA ( Cerebovascular Disease),TOTAL,9,NA,9,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,9,NA,9,2,7
M14 [Patient Services],14.7,Number of deaths occurring at Emergency Department,TOTAL,19,6,13,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,13,NA,13,0,13
M14 [Patient Services],14.8.1,Operation major (General and spinal anaesthesia),TOTAL,3670,1852,1818,273,3397,1654,1654,NA,NA,1654,NA,NA,NA,NA,NA,198,198,NA,NA,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,40,40,NA,1778,NA,1778,233,1545
M14 [Patient Services],14.8.2,"Out of Operation major, Gynecology- Hysterectomy surgeries",TOTAL,34,NA,34,9,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,34,NA,34,9,25
M14 [Patient Services],14.8.3,"Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.",TOTAL,1419,66,1353,NA,1419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,66,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1353,NA,1353,NA,1353
M14 [Patient Services],14.8.4,Operation minor (No or local anaesthesia),TOTAL,6162,5659,503,344,5818,5497,5497,NA,NA,5497,NA,NA,NA,NA,NA,162,162,NA,NA,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,18,18,NA,485,NA,485,326,159
M14 [Patient Services],14.8.5,Number of post operative Surgical Site infection,TOTAL,6,1,5,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,5
M14 [Patient Services],14.8.6,Number of blood units issued,TOTAL,3776,NA,3776,54,3722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,3776,NA,3776,54,3722
M14 [Patient Services],14.8.7,Number of blood transfusions done,TOTAL,584,NA,584,52,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,584,NA,584,52,532
M14 [Patient Services],14.9.1,Inpatient Deaths - Male,TOTAL,301,216,85,0,301,216,216,NA,NA,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,85,NA,85,0,85
M14 [Patient Services],14.9.2,Inpatient Deaths - Female,TOTAL,150,102,48,2,148,102,102,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,48,NA,48,2,46
M14 [Patient Services],14.1,In-Patient Head Count at midnight,TOTAL,57490,37147,20343,996,56494,34734,34734,NA,NA,34734,NA,NA,NA,NA,NA,2413,2413,NA,NA,2413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20343,NA,20343,996,19347
M14 [Patient Services],14.11,Number of Admission in NBSU ( New Born Stabilisation Unit),TOTAL,18,NA,18,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,18,18,0
M14 [Patient Services],14.12.1,Special Newborn Care Unit (SNCU Admissions) - Inborn Male,TOTAL,24,22,2,2,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,22,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,0
M14 [Patient Services],14.12.2,Special Newborn Care Unit (SNCU Admissions) - Inborn Female,TOTAL,15,13,2,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,0
M14 [Patient Services],14.12.3,Outborn – Male,TOTAL,5,5,0,0,5,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.12.4,Outborn - Female,TOTAL,2,2,0,0,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.12.5,Number of newborns admitted in SNCU - referred by ASHA,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.13,Number of deaths occurring at SNCU,TOTAL,2,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.14.1,Number of children admitted in NRC,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.14.2,Number of children discharged with target weight gain from the NRCs,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.15,Number of Rogi Kalyan Samiti (RKS) meetings held,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.16,Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach,TOTAL,9,9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.17,Stock out rate of essential Drugs,TOTAL,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M14 [Patient Services],14.18,Blood Units Issued on replacement (Family Donors to be considered as replacement donations),TOTAL,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M14 [Patient Services],14.19,Total number of blood units issued in year,TOTAL,86,86,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,86,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.2,Patient Satisfaction Score of the facility in percentage (from Mera Aspatal),TOTAL,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M15 [Laboratory Testing],15.1,Number of Lab Tests done,TOTAL,279745,57688,222057,33300,246445,175,175,NA,NA,175,528,528,NA,528,NA,55410,55410,NA,2821,52589,38,38,NA,38,NA,184,184,NA,184,NA,1353,1353,NA,176,1177,1516,NA,1516,1516,NA,220541,NA,220541,28037,192504
M15 [Laboratory Testing],15.2.1,Number of Hb tests conducted,TOTAL,22008,4884,17124,4194,17814,3,3,NA,NA,3,22,22,NA,22,NA,4512,4512,NA,1406,3106,12,12,NA,12,NA,94,94,NA,94,NA,241,241,NA,59,182,475,NA,475,475,NA,16649,NA,16649,2126,14523
M15 [Laboratory Testing],15.2.2,"Out of the total number of Hb tests done, Number having Hb < 7 mg",TOTAL,271,193,78,48,223,0,0,NA,NA,0,0,0,NA,0,NA,191,191,NA,15,176,1,1,NA,1,NA,0,0,NA,0,NA,1,1,NA,0,1,4,NA,4,4,NA,74,NA,74,28,46
M15 [Laboratory Testing],15.3.1.a,Male HIV - Number Tested,TOTAL,1302,550,752,286,1016,93,93,NA,NA,93,NA,NA,NA,NA,NA,457,457,NA,164,293,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,35,NA,35,35,NA,717,NA,717,87,630
M15 [Laboratory Testing],15.3.1.b,Male HIV - Number Positive,TOTAL,9,6,3,1,8,1,1,NA,NA,1,NA,NA,NA,NA,NA,5,5,NA,1,4,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,3,NA,3,0,3
M15 [Laboratory Testing],15.3.2.a,Female Non ANC HIV - Number Tested,TOTAL,908,425,483,234,674,146,146,NA,NA,146,NA,NA,NA,NA,NA,279,279,NA,108,171,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,48,NA,48,48,NA,435,NA,435,78,357
M15 [Laboratory Testing],15.3.2.b,Female Non ANC HIV - Number Positive,TOTAL,3,2,1,1,2,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,0,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,1,0,1
M15 [Laboratory Testing],15.3.3.a,Number of pregnant women screened for HIV,TOTAL,821,706,115,181,640,86,86,NA,NA,86,NA,NA,NA,NA,NA,493,493,NA,48,445,0,0,NA,0,NA,2,2,NA,2,NA,125,125,NA,32,93,31,NA,31,31,NA,84,NA,84,68,16
M15 [Laboratory Testing],15.3.3.b,"Out of the above, number screened positive",TOTAL,3,3,0,1,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,1,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,0,NA,0,0,NA,0,NA,0,0,0
