Indicator,S.No.,Parameters,Type,SubDistrict - _South - Total [(A+B) or (C+D)],SubDistrict - _South - Public [A],SubDistrict - _South - Private [B],SubDistrict - _South - Urban [C],SubDistrict - _South - Rural [D],SubDistrict - Autonomous - Total [(A+B) or (C+D)],SubDistrict - Autonomous - Public [A],SubDistrict - Autonomous - Private [B],SubDistrict - Autonomous - Urban [C],SubDistrict - Autonomous - Rural [D],SubDistrict - CGHS - Total [(A+B) or (C+D)],SubDistrict - CGHS - Public [A],SubDistrict - CGHS - Private [B],SubDistrict - CGHS - Urban [C],SubDistrict - CGHS - Rural [D],SubDistrict - Delhi Govt - Total [(A+B) or (C+D)],SubDistrict - Delhi Govt - Public [A],SubDistrict - Delhi Govt - Private [B],SubDistrict - Delhi Govt - Urban [C],SubDistrict - Delhi Govt - Rural [D],SubDistrict - ESI - Total [(A+B) or (C+D)],SubDistrict - ESI - Public [A],SubDistrict - ESI - Private [B],SubDistrict - ESI - Urban [C],SubDistrict - ESI - Rural [D],SubDistrict - IPP VIII-MCD - Total [(A+B) or (C+D)],SubDistrict - IPP VIII-MCD - Public [A],SubDistrict - IPP VIII-MCD - Private [B],SubDistrict - IPP VIII-MCD - Urban [C],SubDistrict - IPP VIII-MCD - Rural [D],SubDistrict - MCW Centres MCD - Total [(A+B) or (C+D)],SubDistrict - MCW Centres MCD - Public [A],SubDistrict - MCW Centres MCD - Private [B],SubDistrict - MCW Centres MCD - Urban [C],SubDistrict - MCW Centres MCD - Rural [D],SubDistrict - Private - Total [(A+B) or (C+D)],SubDistrict - Private - Public [A],SubDistrict - Private - Private [B],SubDistrict - Private - Urban [C],SubDistrict - Private - Rural [D]
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.2,Number of DOTS cases completed successfully,TOTAL,162,159,3,122,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,101,NA,61,40,58,58,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,0
M14 [Patient Services],14.1.1,Outpatient - Diabetes,TOTAL,4602,806,3796,1884,2718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640,640,NA,640,0,NA,NA,NA,NA,NA,105,105,NA,105,NA,61,61,NA,61,0,3796,NA,3796,1078,2718
M14 [Patient Services],14.1.2,Outpatient - Hypertension,TOTAL,3302,717,2585,1053,2249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512,512,NA,512,0,NA,NA,NA,NA,NA,108,108,NA,108,NA,97,97,NA,97,0,2585,NA,2585,336,2249
M14 [Patient Services],14.1.3,Outpatient - Stroke (Paralysis),TOTAL,247,0,247,2,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,NA,247,2,245
M14 [Patient Services],14.1.4,Outpatient - Acute Heart Diseases,TOTAL,3749,0,3749,12,3737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3749,NA,3749,12,3737
M14 [Patient Services],14.1.5,Outpatient - Mental illness,TOTAL,1482,4,1478,464,1018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,1478,NA,1478,460,1018
M14 [Patient Services],14.1.6,Outpatient - Epilepsy,TOTAL,372,0,372,1,371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372,NA,372,1,371
M14 [Patient Services],14.1.7,Outpatient - Ophthalmic Related,TOTAL,4865,915,3950,3433,1432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387,387,NA,387,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528,528,NA,29,499,3950,NA,3950,3017,933
M14 [Patient Services],14.1.8,Outpatient - Dental,TOTAL,1410,127,1283,607,803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,120,NA,120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,7,NA,1283,NA,1283,480,803
M14 [Patient Services],14.1.9,Outpatient - Oncology,TOTAL,5319,0,5319,1631,3688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5319,NA,5319,1631,3688
M14 [Patient Services],14.2.1,Allopathic- Outpatient attendance,TOTAL,458922,360375,98547,189274,269648,153628,153628,NA,NA,153628,39192,39192,NA,39192,NA,129239,129239,NA,83652,45587,15445,15445,NA,15445,NA,3322,3322,NA,3322,NA,19549,19549,NA,11428,8121,98547,NA,98547,36235,62312
M14 [Patient Services],14.2.2,Ayush - Outpatient attendance,TOTAL,9224,9183,41,9224,NA,NA,NA,NA,NA,NA,3392,3392,NA,3392,NA,5791,5791,NA,5791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,41,41,NA
M14 [Patient Services],14.3.1.a,Inpatient (Male)- Children<18yrs,TOTAL,2813,2424,389,185,2628,2188,2188,NA,NA,2188,NA,NA,NA,NA,NA,236,236,NA,NA,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389,NA,389,185,204
M14 [Patient Services],14.3.1.b,Inpatient (Male)- Adults,TOTAL,7780,4388,3392,673,7107,4296,4296,NA,NA,4296,NA,NA,NA,NA,NA,92,92,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3392,NA,3392,673,2719
M14 [Patient Services],14.3.2.a,Inpatient (Female)- Children<18yrs,TOTAL,2590,1251,1339,114,2476,1056,1056,NA,NA,1056,NA,NA,NA,NA,NA,195,195,NA,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1339,NA,1339,114,1225
M14 [Patient Services],14.3.2.b,Inpatient (Female)- Adults,TOTAL,5954,3778,2176,1161,4793,3454,3454,NA,NA,3454,NA,NA,NA,NA,NA,324,324,NA,NA,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2176,NA,2176,1161,1015
M14 [Patient Services],14.3.3,Number of Left Against Medical Advice (LAMA) cases,TOTAL,49,NA,49,14,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,49,14,35
M14 [Patient Services],14.4.1,Inpatient - Malaria,TOTAL,8,5,3,1,7,4,4,NA,NA,4,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,1,2
M14 [Patient Services],14.4.2,Inpatient - Dengue,TOTAL,9,7,2,0,9,7,7,NA,NA,7,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0,2
M14 [Patient Services],14.4.3,Inpatient - Typhoid,TOTAL,75,5,70,51,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,70,51,19
M14 [Patient Services],14.4.4,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",TOTAL,295,1,294,49,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,NA,294,49,245
M14 [Patient Services],14.4.5,Inpatient - Tuberculosis,TOTAL,60,4,56,7,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,56,7,49
M14 [Patient Services],14.4.6,Inpatient - Pyrexia of unknown origin (PUO),TOTAL,111,0,111,69,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,NA,111,69,42
M14 [Patient Services],14.4.7,Inpatient - Diarrhea with dehydration,TOTAL,177,22,155,103,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,22,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,155,103,52
M14 [Patient Services],14.4.8,Inpatient - Hepatitis,TOTAL,32,3,29,9,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,29,9,20
M14 [Patient Services],14.5,Patients registered at Emergency Department,TOTAL,22079,15235,6844,1049,21030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15235,15235,NA,NA,15235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6844,NA,6844,1049,5795
M14 [Patient Services],14.6.1,"Emergency - Trauma ( accident, injury, poisoning etc)",TOTAL,75,NA,75,71,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,75,71,4
M14 [Patient Services],14.6.2,Emergency - Burn,TOTAL,83,NA,83,6,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,83,6,77
M14 [Patient Services],14.6.3,Emergency - Obstetrics complications,TOTAL,5,NA,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,3,2
M14 [Patient Services],14.6.4,Emergency - Snake Bite,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.6.5,Emergency - Acute Caridiac Emergencies,TOTAL,28,NA,28,17,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,28,17,11
M14 [Patient Services],14.6.7,Emergency - CVA ( Cerebovascular Disease),TOTAL,11,NA,11,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,11,5,6
M14 [Patient Services],14.7,Number of deaths occurring at Emergency Department,TOTAL,10,3,7,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,7,1,6
M14 [Patient Services],14.8.1,Operation major (General and spinal anaesthesia),TOTAL,4307,1833,2474,451,3856,1717,1717,NA,NA,1717,NA,NA,NA,NA,NA,116,116,NA,NA,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2474,NA,2474,451,2023
M14 [Patient Services],14.8.2,"Out of Operation major, Gynecology- Hysterectomy surgeries",TOTAL,100,3,97,35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,97,35,62
M14 [Patient Services],14.8.3,"Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.",TOTAL,1845,86,1759,NA,1845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,86,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1759,NA,1759,NA,1759
M14 [Patient Services],14.8.4,Operation minor (No or local anaesthesia),TOTAL,8114,7568,546,425,7689,7395,7395,NA,NA,7395,NA,NA,NA,NA,NA,173,173,NA,NA,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,546,NA,546,425,121
M14 [Patient Services],14.8.5,Number of post operative Surgical Site infection,TOTAL,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1
M14 [Patient Services],14.8.6,Number of blood units issued,TOTAL,4369,40,4329,157,4212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4329,NA,4329,157,4172
M14 [Patient Services],14.8.7,Number of blood transfusions done,TOTAL,538,40,498,155,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498,NA,498,155,343
M14 [Patient Services],14.9.1,Inpatient Deaths - Male,TOTAL,226,170,56,1,225,169,169,NA,NA,169,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,56,1,55
M14 [Patient Services],14.9.2,Inpatient Deaths - Female,TOTAL,150,100,50,2,148,98,98,NA,NA,98,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,50,2,48
M14 [Patient Services],14.1,In-Patient Head Count at midnight,TOTAL,65066,41624,23442,2075,62991,38651,38651,NA,NA,38651,NA,NA,NA,NA,NA,2973,2973,NA,NA,2973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23442,NA,23442,2075,21367
M14 [Patient Services],14.11,Number of Admission in NBSU ( New Born Stabilisation Unit),TOTAL,11,NA,11,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,11,11,0
M14 [Patient Services],14.12.1,Special Newborn Care Unit (SNCU Admissions) - Inborn Male,TOTAL,35,33,2,2,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,33,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,0
M14 [Patient Services],14.12.2,Special Newborn Care Unit (SNCU Admissions) - Inborn Female,TOTAL,28,27,1,1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,27,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0
M14 [Patient Services],14.12.3,Outborn – Male,TOTAL,6,5,1,1,5,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0
M14 [Patient Services],14.12.4,Outborn - Female,TOTAL,2,2,0,0,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.12.5,Number of newborns admitted in SNCU - referred by ASHA,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.13,Number of deaths occurring at SNCU,TOTAL,2,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.14.1,Number of children admitted in NRC,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.14.2,Number of children discharged with target weight gain from the NRCs,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.15,Number of Rogi Kalyan Samiti (RKS) meetings held,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.16,Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach,TOTAL,25,25,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,NA,10,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.17,Stock out rate of essential Drugs,TOTAL,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M14 [Patient Services],14.18,Blood Units Issued on replacement (Family Donors to be considered as replacement donations),TOTAL,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M14 [Patient Services],14.19,Total number of blood units issued in year,TOTAL,40,40,0,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M14 [Patient Services],14.2,Patient Satisfaction Score of the facility in percentage (from Mera Aspatal),TOTAL,95,95,0,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,95,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M15 [Laboratory Testing],15.1,Number of Lab Tests done,TOTAL,378270,74225,304045,45721,332549,251,251,NA,NA,251,7,7,NA,7,NA,70978,70978,NA,5365,65613,202,202,NA,202,NA,195,195,NA,195,NA,2592,2592,NA,503,2089,304045,NA,304045,39449,264596
M15 [Laboratory Testing],15.2.1,Number of Hb tests conducted,TOTAL,32093,7059,25034,6889,25204,88,88,NA,NA,88,NA,NA,NA,NA,NA,6275,6275,NA,2431,3844,7,7,NA,7,NA,65,65,NA,65,NA,624,624,NA,212,412,25034,NA,25034,4174,20860
M15 [Laboratory Testing],15.2.2,"Out of the total number of Hb tests done, Number having Hb < 7 mg",TOTAL,343,184,159,102,241,4,4,NA,NA,4,0,0,NA,0,NA,176,176,NA,37,139,1,1,NA,1,NA,0,0,NA,0,NA,3,3,NA,0,3,159,NA,159,64,95
M15 [Laboratory Testing],15.3.1.a,Male HIV - Number Tested,TOTAL,2022,648,1374,362,1660,190,190,NA,NA,190,NA,NA,NA,NA,NA,458,458,NA,134,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1374,NA,1374,228,1146
M15 [Laboratory Testing],15.3.1.b,Male HIV - Number Positive,TOTAL,15,10,5,6,9,0,0,NA,NA,0,NA,NA,NA,NA,NA,10,10,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,1,4
M15 [Laboratory Testing],15.3.2.a,Female Non ANC HIV - Number Tested,TOTAL,1436,732,704,498,938,275,275,NA,NA,275,NA,NA,NA,NA,NA,457,457,NA,256,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704,NA,704,242,462
M15 [Laboratory Testing],15.3.2.b,Female Non ANC HIV - Number Positive,TOTAL,4,4,0,2,2,1,1,NA,NA,1,NA,NA,NA,NA,NA,3,3,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M15 [Laboratory Testing],15.3.3.a,Number of pregnant women screened for HIV,TOTAL,1369,1215,154,357,1012,116,116,NA,NA,116,NA,NA,NA,NA,NA,774,774,NA,193,581,NA,NA,NA,NA,NA,9,9,NA,9,NA,316,316,NA,42,274,154,NA,154,113,41
M15 [Laboratory Testing],15.3.3.b,"Out of the above, number screened positive",TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,0,0,0
M15 [Laboratory Testing],15.3.3.c,"Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)",TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M15 [Laboratory Testing],15.3.4.a,Number of Male STI/RTI attendees tested for syphilis,TOTAL,78,NA,78,58,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,78,58,20
M15 [Laboratory Testing],15.3.4.b,Number of Male STI/RTI attendees found sero Positive for syphilis,TOTAL,12,NA,12,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,12,12,0
M15 [Laboratory Testing],15.3.4.c,Number of Female (Non ANC)STI/RTI attendees tested for syphilis,TOTAL,32,NA,32,25,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,32,25,7
M15 [Laboratory Testing],15.3.4.d,Number of Female (Non ANC) STI/RTI attendees found sero Positive for syphilis,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M15 [Laboratory Testing],15.4.1,Widal tests - Number Tested,TOTAL,970,468,502,421,549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468,468,NA,42,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502,NA,502,379,123
M15 [Laboratory Testing],15.4.2,Widal tests - Number Positive,TOTAL,164,68,96,92,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,68,NA,6,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,96,86,10
M15 [Laboratory Testing],15.5.1,Radiology - X-ray,TOTAL,20824,2865,17959,5040,15784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2865,2865,NA,NA,2865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17959,NA,17959,5040,12919
M15 [Laboratory Testing],15.5.2,Radiology - Ultrasonography (USG),TOTAL,9428,1047,8381,1146,8282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1047,1047,NA,NA,1047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8381,NA,8381,1146,7235
M16 [Details of deaths reported with probable causes:],16.1,Infant deaths within 24 hrs(1 to 23 Hrs) of birth,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.2.1,Infant Deaths up to 4 weeks due to Sepsis,TOTAL,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.2.2,Infant Deaths up to 4 weeks due to Asphyxia,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.2.3,Infant Deaths up to 4 weeks due to Other causes,TOTAL,2,2,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.3.1,Number of Infant Deaths (1 -12 months) due to Pneumonia,TOTAL,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA
M16 [Details of deaths reported with probable causes:],16.3.2,Number of Infant Deaths (1 -12 months) due to Diarrhoea,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.3.3,Number of Infant Deaths (1 -12 months) due to Fever related,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.3.4,Number of Infant Deaths (1 -12 months) due to Measles,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.3.5,Number of Infant Deaths (1 -12 months) due to Others,TOTAL,3,1,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0,2
