Indicator,S.No.,Parameters,Type,SubDistrict - _South - Total [(A+B) or (C+D)],SubDistrict - _South - Public [A],SubDistrict - _South - Private [B],SubDistrict - _South - Urban [C],SubDistrict - _South - Rural [D],SubDistrict - Autonomous - Total [(A+B) or (C+D)],SubDistrict - Autonomous - Public [A],SubDistrict - Autonomous - Private [B],SubDistrict - Autonomous - Urban [C],SubDistrict - Autonomous - Rural [D],SubDistrict - CGHS - Total [(A+B) or (C+D)],SubDistrict - CGHS - Public [A],SubDistrict - CGHS - Private [B],SubDistrict - CGHS - Urban [C],SubDistrict - CGHS - Rural [D],SubDistrict - Delhi Govt - Total [(A+B) or (C+D)],SubDistrict - Delhi Govt - Public [A],SubDistrict - Delhi Govt - Private [B],SubDistrict - Delhi Govt - Urban [C],SubDistrict - Delhi Govt - Rural [D],SubDistrict - ESI - Total [(A+B) or (C+D)],SubDistrict - ESI - Public [A],SubDistrict - ESI - Private [B],SubDistrict - ESI - Urban [C],SubDistrict - ESI - Rural [D],SubDistrict - IPP VIII-MCD - Total [(A+B) or (C+D)],SubDistrict - IPP VIII-MCD - Public [A],SubDistrict - IPP VIII-MCD - Private [B],SubDistrict - IPP VIII-MCD - Urban [C],SubDistrict - IPP VIII-MCD - Rural [D],SubDistrict - MCW Centres MCD - Total [(A+B) or (C+D)],SubDistrict - MCW Centres MCD - Public [A],SubDistrict - MCW Centres MCD - Private [B],SubDistrict - MCW Centres MCD - Urban [C],SubDistrict - MCW Centres MCD - Rural [D],SubDistrict - NGO - Total [(A+B) or (C+D)],SubDistrict - NGO - Public [A],SubDistrict - NGO - Private [B],SubDistrict - NGO - Urban [C],SubDistrict - NGO - Rural [D],SubDistrict - Private - Total [(A+B) or (C+D)],SubDistrict - Private - Public [A],SubDistrict - Private - Private [B],SubDistrict - Private - Urban [C],SubDistrict - Private - Rural [D]
M11 [NVBDCP],11.1.2.b,Malaria (RDT) - Plasmodium Vivax test positive,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M11 [NVBDCP],11.1.2.c,Malaria (RDT) - Plamodium Falciparum test positive,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M11 [NVBDCP],11.2.1,Kala Azar (RDT) - Tests Conducted,TOTAL,2,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,2,NA,2,2,0
M11 [NVBDCP],11.2.2,Kala Azar Positive Cases,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M11 [NVBDCP],11.2.3,Post-kala-azar dermal leishmaniasis (PKDL) cases,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M11 [NVBDCP],11.3.1,Dengue - RDT Test Positive,TOTAL,74,40,34,11,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,33,NA,33,10,23
M11 [NVBDCP],11.3.2,Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive,TOTAL,31,23,8,2,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,23,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,8,2,6
M11 [NVBDCP],11.4.1,Tests Conducted for JE,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M11 [NVBDCP],11.4.2,Tests Positive for JE,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M12 [Adolscent Health],12.1.1.a,Girls registered in AFHC,TOTAL,47,47,0,22,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,45,NA,22,23,0,0,NA,0,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,0,NA,0,0,NA
M12 [Adolscent Health],12.1.1.b,Boys registered in AFHC,TOTAL,18,18,0,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,15,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,0,NA,0,0,NA
M12 [Adolscent Health],12.1.2.a,"Out of registered, Girls received clinical services",TOTAL,40,40,0,22,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,38,NA,22,16,0,0,NA,0,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,0,NA,0,0,NA
M12 [Adolscent Health],12.1.2.b,"Out of registered, Boys received clinical services",TOTAL,18,18,0,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,15,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,0,NA,0,0,NA
M12 [Adolscent Health],12.1.3.a,"Out of registered, Girls received counselling",TOTAL,47,47,0,22,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,45,NA,22,23,0,0,NA,0,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,0,NA,0,0,NA
M12 [Adolscent Health],12.1.3.b,"Out of registered, Boys received counselling",TOTAL,18,18,0,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,15,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,0,NA,0,0,NA
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.1,Number of on-going DOTS patients registered,TOTAL,542,531,11,381,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,531,531,NA,370,161,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,11,11,NA
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.2,Number of DOTS cases completed successfully,TOTAL,124,124,0,89,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,124,NA,89,35,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA
M14 [Patient Services],14.1.1,Outpatient - Diabetes,TOTAL,5215,958,4257,2200,3015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,782,782,NA,691,91,NA,NA,NA,NA,NA,62,62,NA,62,NA,114,114,NA,114,NA,185,NA,185,185,NA,4072,NA,4072,1148,2924
M14 [Patient Services],14.1.2,Outpatient - Hypertension,TOTAL,3249,828,2421,1308,1941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594,594,NA,594,0,NA,NA,NA,NA,NA,108,108,NA,108,NA,126,126,NA,126,NA,128,NA,128,128,NA,2293,NA,2293,352,1941
M14 [Patient Services],14.1.3,Outpatient - Stroke (Paralysis),TOTAL,259,0,259,14,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,259,NA,259,14,245
M14 [Patient Services],14.1.4,Outpatient - Acute Heart Diseases,TOTAL,4317,0,4317,22,4295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,4317,NA,4317,22,4295
M14 [Patient Services],14.1.5,Outpatient - Mental illness,TOTAL,1554,10,1544,435,1119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,0,NA,0,0,NA,1544,NA,1544,433,1111
M14 [Patient Services],14.1.6,Outpatient - Epilepsy,TOTAL,374,4,370,7,367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,4,NA,0,NA,0,0,NA,370,NA,370,3,367
M14 [Patient Services],14.1.7,Outpatient - Ophthalmic Related,TOTAL,7455,3004,4451,4524,2931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2679,2679,NA,1055,1624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,325,NA,21,304,192,NA,192,192,NA,4259,NA,4259,3256,1003
M14 [Patient Services],14.1.8,Outpatient - Dental,TOTAL,2900,1667,1233,848,2052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1648,1648,NA,179,1469,12,12,NA,12,NA,NA,NA,NA,NA,NA,7,7,NA,7,NA,51,NA,51,51,NA,1182,NA,1182,599,583
M14 [Patient Services],14.1.9,Outpatient - Oncology,TOTAL,5169,0,5169,1175,3994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5169,NA,5169,1175,3994
M14 [Patient Services],14.2.1,Allopathic- Outpatient attendance,TOTAL,466520,369293,97227,197451,269069,166968,166968,NA,NA,166968,36727,36727,NA,36727,NA,126557,126557,NA,93500,33057,14715,14715,NA,14715,NA,3183,3183,NA,3183,NA,21143,21143,NA,12054,9089,5174,NA,5174,5174,NA,92053,NA,92053,32098,59955
M14 [Patient Services],14.2.2,Ayush - Outpatient attendance,TOTAL,12306,12241,65,12306,0,NA,NA,NA,NA,NA,3439,3439,NA,3439,NA,8802,8802,NA,8802,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,65,65,0
M14 [Patient Services],14.3.1.a,Inpatient (Male)- Children<18yrs,TOTAL,3106,2651,455,191,2915,2274,2274,NA,NA,2274,NA,NA,NA,NA,NA,377,377,NA,NA,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,NA,453,NA,453,189,264
M14 [Patient Services],14.3.1.b,Inpatient (Male)- Adults,TOTAL,8264,4945,3319,767,7497,4878,4878,NA,NA,4878,NA,NA,NA,NA,NA,67,67,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,50,50,NA,3269,NA,3269,717,2552
M14 [Patient Services],14.3.2.a,Inpatient (Female)- Children<18yrs,TOTAL,1647,1368,279,130,1517,1048,1048,NA,NA,1048,NA,NA,NA,NA,NA,320,320,NA,NA,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,4,NA,275,NA,275,126,149
M14 [Patient Services],14.3.2.b,Inpatient (Female)- Adults,TOTAL,8200,4764,3436,1363,6837,4023,4023,NA,NA,4023,NA,NA,NA,NA,NA,741,741,NA,NA,741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,NA,138,138,NA,3298,NA,3298,1225,2073
M14 [Patient Services],14.3.3,Number of Left Against Medical Advice (LAMA) cases,TOTAL,93,12,81,8,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,80,NA,80,7,73
M14 [Patient Services],14.4.1,Inpatient - Malaria,TOTAL,10,1,9,6,4,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,9,NA,9,6,3
M14 [Patient Services],14.4.2,Inpatient - Dengue,TOTAL,53,20,33,13,40,20,20,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,33,NA,33,13,20
M14 [Patient Services],14.4.3,Inpatient - Typhoid,TOTAL,47,6,41,24,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,40,NA,40,23,17
M14 [Patient Services],14.4.4,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",TOTAL,273,NA,273,62,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,9,9,NA,264,NA,264,53,211
M14 [Patient Services],14.4.5,Inpatient - Tuberculosis,TOTAL,42,NA,42,9,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,NA,39,NA,39,6,33
M14 [Patient Services],14.4.6,Inpatient - Pyrexia of unknown origin (PUO),TOTAL,67,NA,67,43,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,67,NA,67,43,24
M14 [Patient Services],14.4.7,Inpatient - Diarrhea with dehydration,TOTAL,115,NA,115,60,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,115,NA,115,60,55
M14 [Patient Services],14.4.8,Inpatient - Hepatitis,TOTAL,25,NA,25,5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,NA,22,NA,22,2,20
M14 [Patient Services],14.5,Patients registered at Emergency Department,TOTAL,18093,12849,5244,892,17201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12849,12849,NA,NA,12849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5244,NA,5244,892,4352
M14 [Patient Services],14.6.1,"Emergency - Trauma ( accident, injury, poisoning etc)",TOTAL,830,697,133,57,773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,697,697,NA,NA,697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,133,NA,133,57,76
M14 [Patient Services],14.6.2,Emergency - Burn,TOTAL,45,38,7,7,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,38,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,7,NA,7,7,0
M14 [Patient Services],14.6.3,Emergency - Obstetrics complications,TOTAL,7,NA,7,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,7,NA,7,5,2
M14 [Patient Services],14.6.4,Emergency - Snake Bite,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M14 [Patient Services],14.6.5,Emergency - Acute Caridiac Emergencies,TOTAL,161,127,34,12,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,127,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,34,NA,34,12,22
M14 [Patient Services],14.6.7,Emergency - CVA ( Cerebovascular Disease),TOTAL,9,NA,9,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,9,NA,9,3,6
M14 [Patient Services],14.7,Number of deaths occurring at Emergency Department,TOTAL,15,4,11,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,11,NA,11,1,10
M14 [Patient Services],14.8.1,Operation major (General and spinal anaesthesia),TOTAL,5045,2434,2611,578,4467,2248,2248,NA,NA,2248,NA,NA,NA,NA,NA,186,186,NA,NA,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,49,49,NA,2562,NA,2562,529,2033
M14 [Patient Services],14.8.2,"Out of Operation major, Gynecology- Hysterectomy surgeries",TOTAL,259,3,256,36,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,12,12,NA,244,NA,244,24,220
M14 [Patient Services],14.8.3,"Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.",TOTAL,1910,82,1828,NA,1910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,82,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1828,NA,1828,NA,1828
M14 [Patient Services],14.8.4,Operation minor (No or local anaesthesia),TOTAL,9902,9239,663,496,9406,8994,8994,NA,NA,8994,NA,NA,NA,NA,NA,245,245,NA,NA,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,22,22,NA,641,NA,641,474,167
M14 [Patient Services],14.8.5,Number of post operative Surgical Site infection,TOTAL,1,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M14 [Patient Services],14.8.6,Number of blood units issued,TOTAL,3955,79,3876,123,3832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,79,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,3876,NA,3876,123,3753
M14 [Patient Services],14.8.7,Number of blood transfusions done,TOTAL,622,79,543,107,515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,79,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,543,NA,543,107,436
M14 [Patient Services],14.9.1,Inpatient Deaths - Male,TOTAL,322,216,106,3,319,216,216,NA,NA,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,106,NA,106,3,103
M14 [Patient Services],14.9.2,Inpatient Deaths - Female,TOTAL,196,131,65,2,194,131,131,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,65,NA,65,2,63
M14 [Patient Services],14.1,In-Patient Head Count at midnight,TOTAL,67349,44877,22472,1526,65823,41773,41773,NA,NA,41773,NA,NA,NA,NA,NA,3104,3104,NA,NA,3104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22472,NA,22472,1526,20946
M14 [Patient Services],14.11,Number of Admission in NBSU ( New Born Stabilisation Unit),TOTAL,17,NA,17,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,17,17,0
M14 [Patient Services],14.12.1,Special Newborn Care Unit (SNCU Admissions) - Inborn Male,TOTAL,50,43,7,7,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,43,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,7,7,NA
M14 [Patient Services],14.12.2,Special Newborn Care Unit (SNCU Admissions) - Inborn Female,TOTAL,51,47,4,4,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,47,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,4,NA
M14 [Patient Services],14.12.3,Outborn – Male,TOTAL,2,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA
M14 [Patient Services],14.12.4,Outborn - Female,TOTAL,12,11,1,1,11,11,11,NA,NA,11,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA
M14 [Patient Services],14.12.5,Number of newborns admitted in SNCU - referred by ASHA,TOTAL,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA
M14 [Patient Services],14.13,Number of deaths occurring at SNCU,TOTAL,2,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA
M14 [Patient Services],14.14.1,Number of children admitted in NRC,TOTAL,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA
M14 [Patient Services],14.14.2,Number of children discharged with target weight gain from the NRCs,TOTAL,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA
M14 [Patient Services],14.15,Number of Rogi Kalyan Samiti (RKS) meetings held,TOTAL,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA
M14 [Patient Services],14.16,Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach,TOTAL,38,38,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,27,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.17,Stock out rate of essential Drugs,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.18,Blood Units Issued on replacement (Family Donors to be considered as replacement donations),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.19,Total number of blood units issued in year,TOTAL,79,79,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,79,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.2,Patient Satisfaction Score of the facility in percentage (from Mera Aspatal),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M15 [Laboratory Testing],15.1,Number of Lab Tests done,TOTAL,364007,70548,293459,63559,300448,267,267,NA,NA,267,NA,NA,NA,NA,NA,67618,67618,NA,4694,62924,75,75,NA,75,NA,252,252,NA,252,NA,2336,2336,NA,280,2056,1769,NA,1769,1769,NA,291690,NA,291690,56489,235201
M15 [Laboratory Testing],15.2.1,Number of Hb tests conducted,TOTAL,26695,7499,19196,6437,20258,95,95,NA,NA,95,NA,NA,NA,NA,NA,6972,6972,NA,2756,4216,10,10,NA,10,NA,92,92,NA,92,NA,330,330,NA,0,330,522,NA,522,522,NA,18674,NA,18674,3057,15617
M15 [Laboratory Testing],15.2.2,"Out of the total number of Hb tests done, Number having Hb < 7 mg",TOTAL,383,293,90,94,289,3,3,NA,NA,3,NA,NA,NA,NA,NA,290,290,NA,34,256,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,13,NA,13,13,NA,77,NA,77,47,30
M15 [Laboratory Testing],15.3.1.a,Male HIV - Number Tested,TOTAL,1988,910,1078,463,1525,144,144,NA,NA,144,NA,NA,NA,NA,NA,766,766,NA,202,564,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,53,NA,53,53,NA,1025,NA,1025,208,817
M15 [Laboratory Testing],15.3.1.b,Male HIV - Number Positive,TOTAL,7,5,2,3,4,0,0,NA,NA,0,NA,NA,NA,NA,NA,5,5,NA,2,3,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,2,NA,2,1,1
