Indicator,S.No.,Parameters,Type,SubDistrict - _South - Total [(A+B) or (C+D)],SubDistrict - _South - Public [A],SubDistrict - _South - Private [B],SubDistrict - _South - Urban [C],SubDistrict - _South - Rural [D],SubDistrict - Autonomous - Total [(A+B) or (C+D)],SubDistrict - Autonomous - Public [A],SubDistrict - Autonomous - Private [B],SubDistrict - Autonomous - Urban [C],SubDistrict - Autonomous - Rural [D],SubDistrict - CGHS - Total [(A+B) or (C+D)],SubDistrict - CGHS - Public [A],SubDistrict - CGHS - Private [B],SubDistrict - CGHS - Urban [C],SubDistrict - CGHS - Rural [D],SubDistrict - Delhi Govt - Total [(A+B) or (C+D)],SubDistrict - Delhi Govt - Public [A],SubDistrict - Delhi Govt - Private [B],SubDistrict - Delhi Govt - Urban [C],SubDistrict - Delhi Govt - Rural [D],SubDistrict - ESI - Total [(A+B) or (C+D)],SubDistrict - ESI - Public [A],SubDistrict - ESI - Private [B],SubDistrict - ESI - Urban [C],SubDistrict - ESI - Rural [D],SubDistrict - IPP VIII-MCD - Total [(A+B) or (C+D)],SubDistrict - IPP VIII-MCD - Public [A],SubDistrict - IPP VIII-MCD - Private [B],SubDistrict - IPP VIII-MCD - Urban [C],SubDistrict - IPP VIII-MCD - Rural [D],SubDistrict - MCW Centres MCD - Total [(A+B) or (C+D)],SubDistrict - MCW Centres MCD - Public [A],SubDistrict - MCW Centres MCD - Private [B],SubDistrict - MCW Centres MCD - Urban [C],SubDistrict - MCW Centres MCD - Rural [D],SubDistrict - Private - Total [(A+B) or (C+D)],SubDistrict - Private - Public [A],SubDistrict - Private - Private [B],SubDistrict - Private - Urban [C],SubDistrict - Private - Rural [D]
M14 [Patient Services],14.1.1,Outpatient - Diabetes,TOTAL,5229,780,4449,1951,3278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,616,616,NA,616,0,NA,NA,NA,NA,NA,122,122,NA,122,NA,42,42,NA,42,0,4449,NA,4449,1171,3278
M14 [Patient Services],14.1.2,Outpatient - Hypertension,TOTAL,3753,844,2909,1213,2540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498,498,NA,498,0,NA,NA,NA,NA,NA,199,199,NA,199,NA,147,147,NA,147,0,2909,NA,2909,369,2540
M14 [Patient Services],14.1.3,Outpatient - Stroke (Paralysis),TOTAL,311,0,311,6,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,311,NA,311,6,305
M14 [Patient Services],14.1.4,Outpatient - Acute Heart Diseases,TOTAL,4355,0,4355,13,4342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,4355,NA,4355,13,4342
M14 [Patient Services],14.1.5,Outpatient - Mental illness,TOTAL,1865,2,1863,555,1310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1863,NA,1863,553,1310
M14 [Patient Services],14.1.6,Outpatient - Epilepsy,TOTAL,464,0,464,4,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,464,NA,464,4,460
M14 [Patient Services],14.1.7,Outpatient - Ophthalmic Related,TOTAL,5758,1133,4625,4326,1432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,775,775,NA,775,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,358,NA,48,310,4625,NA,4625,3503,1122
M14 [Patient Services],14.1.8,Outpatient - Dental,TOTAL,1340,120,1220,533,807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,104,NA,104,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,NA,16,NA,1220,NA,1220,413,807
M14 [Patient Services],14.1.9,Outpatient - Oncology,TOTAL,5801,0,5801,1709,4092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5801,NA,5801,1709,4092
M14 [Patient Services],14.2.1,Allopathic- Outpatient attendance,TOTAL,526626,419390,107236,207741,318885,182939,182939,NA,NA,182939,42384,42384,NA,42384,NA,151317,151317,NA,97337,53980,15485,15485,NA,15485,NA,3430,3430,NA,3430,NA,23835,23835,NA,13249,10586,107236,NA,107236,35856,71380
M14 [Patient Services],14.2.2,Ayush - Outpatient attendance,TOTAL,10804,10757,47,10804,0,NA,NA,NA,NA,NA,3980,3980,NA,3980,NA,6777,6777,NA,6777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,47,47,0
M14 [Patient Services],14.3.1.a,Inpatient (Male)- Children<18yrs,TOTAL,2995,2542,453,195,2800,2328,2328,NA,NA,2328,NA,NA,NA,NA,NA,214,214,NA,NA,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453,NA,453,195,258
M14 [Patient Services],14.3.1.b,Inpatient (Male)- Adults,TOTAL,8719,5140,3579,785,7934,5070,5070,NA,NA,5070,NA,NA,NA,NA,NA,70,70,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3579,NA,3579,785,2794
M14 [Patient Services],14.3.2.a,Inpatient (Female)- Children<18yrs,TOTAL,1681,1372,309,141,1540,1176,1176,NA,NA,1176,NA,NA,NA,NA,NA,196,196,NA,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309,NA,309,141,168
M14 [Patient Services],14.3.2.b,Inpatient (Female)- Adults,TOTAL,8104,4505,3599,1311,6793,4091,4091,NA,NA,4091,NA,NA,NA,NA,NA,414,414,NA,NA,414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3599,NA,3599,1311,2288
M14 [Patient Services],14.3.3,Number of Left Against Medical Advice (LAMA) cases,TOTAL,71,NA,71,14,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,71,14,57
M14 [Patient Services],14.4.1,Inpatient - Malaria,TOTAL,4,3,1,1,3,1,1,NA,NA,1,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0
M14 [Patient Services],14.4.2,Inpatient - Dengue,TOTAL,4,1,3,3,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,0
M14 [Patient Services],14.4.3,Inpatient - Typhoid,TOTAL,61,13,48,35,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,48,35,13
M14 [Patient Services],14.4.4,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",TOTAL,460,0,460,64,396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460,NA,460,64,396
M14 [Patient Services],14.4.5,Inpatient - Tuberculosis,TOTAL,56,2,54,11,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,54,11,43
M14 [Patient Services],14.4.6,Inpatient - Pyrexia of unknown origin (PUO),TOTAL,98,0,98,73,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,98,73,25
M14 [Patient Services],14.4.7,Inpatient - Diarrhea with dehydration,TOTAL,229,27,202,117,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,27,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,NA,202,117,85
M14 [Patient Services],14.4.8,Inpatient - Hepatitis,TOTAL,22,0,22,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,22,10,12
M14 [Patient Services],14.5,Patients registered at Emergency Department,TOTAL,28063,20771,7292,1092,26971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20771,20771,NA,NA,20771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7292,NA,7292,1092,6200
M14 [Patient Services],14.6.1,"Emergency - Trauma ( accident, injury, poisoning etc)",TOTAL,130,NA,130,62,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,130,62,68
M14 [Patient Services],14.6.2,Emergency - Burn,TOTAL,12,NA,12,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,12,10,2
M14 [Patient Services],14.6.3,Emergency - Obstetrics complications,TOTAL,9,NA,9,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,9,7,2
M14 [Patient Services],14.6.4,Emergency - Snake Bite,TOTAL,1,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1
M14 [Patient Services],14.6.5,Emergency - Acute Caridiac Emergencies,TOTAL,33,NA,33,12,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,33,12,21
M14 [Patient Services],14.6.7,Emergency - CVA ( Cerebovascular Disease),TOTAL,21,NA,21,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,21,11,10
M14 [Patient Services],14.7,Number of deaths occurring at Emergency Department,TOTAL,16,4,12,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,12,0,12
M14 [Patient Services],14.8.1,Operation major (General and spinal anaesthesia),TOTAL,4820,2283,2537,487,4333,2127,2127,NA,NA,2127,NA,NA,NA,NA,NA,156,156,NA,NA,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2537,NA,2537,487,2050
M14 [Patient Services],14.8.2,"Out of Operation major, Gynecology- Hysterectomy surgeries",TOTAL,94,1,93,33,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,93,33,60
M14 [Patient Services],14.8.3,"Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.",TOTAL,1984,84,1900,NA,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,84,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,1900,NA,1900
M14 [Patient Services],14.8.4,Operation minor (No or local anaesthesia),TOTAL,9342,8598,744,511,8831,8398,8398,NA,NA,8398,NA,NA,NA,NA,NA,200,200,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744,NA,744,511,233
M14 [Patient Services],14.8.5,Number of post operative Surgical Site infection,TOTAL,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M14 [Patient Services],14.8.6,Number of blood units issued,TOTAL,566,22,544,43,523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,22,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544,NA,544,43,501
M14 [Patient Services],14.8.7,Number of blood transfusions done,TOTAL,642,22,620,57,585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,22,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620,NA,620,57,563
M14 [Patient Services],14.9.1,Inpatient Deaths - Male,TOTAL,219,138,81,5,214,136,136,NA,NA,136,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,81,5,76
M14 [Patient Services],14.9.2,Inpatient Deaths - Female,TOTAL,127,83,44,1,126,80,80,NA,NA,80,NA,NA,NA,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,44,1,43
M14 [Patient Services],14.1,In-Patient Head Count at midnight,TOTAL,70048,44722,25326,2007,68041,41495,41495,NA,NA,41495,NA,NA,NA,NA,NA,3227,3227,NA,NA,3227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25326,NA,25326,2007,23319
M14 [Patient Services],14.11,Number of Admission in NBSU ( New Born Stabilisation Unit),TOTAL,9,NA,9,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,9,9,0
M14 [Patient Services],14.12.1,Special Newborn Care Unit (SNCU Admissions) - Inborn Male,TOTAL,47,38,9,9,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,38,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,9,9,0
M14 [Patient Services],14.12.2,Special Newborn Care Unit (SNCU Admissions) - Inborn Female,TOTAL,37,28,9,9,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,28,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,9,9,0
M14 [Patient Services],14.12.3,Outborn – Male,TOTAL,8,7,1,1,7,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0
M14 [Patient Services],14.12.4,Outborn - Female,TOTAL,4,4,0,0,4,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.12.5,Number of newborns admitted in SNCU - referred by ASHA,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.13,Number of deaths occurring at SNCU,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.14.1,Number of children admitted in NRC,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.14.2,Number of children discharged with target weight gain from the NRCs,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.15,Number of Rogi Kalyan Samiti (RKS) meetings held,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.16,Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach,TOTAL,17,17,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,NA,10,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.17,Stock out rate of essential Drugs,TOTAL,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M14 [Patient Services],14.18,Blood Units Issued on replacement (Family Donors to be considered as replacement donations),TOTAL,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M14 [Patient Services],14.19,Total number of blood units issued in year,TOTAL,22,22,0,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,22,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M14 [Patient Services],14.2,Patient Satisfaction Score of the facility in percentage (from Mera Aspatal),TOTAL,94,94,0,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,94,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M15 [Laboratory Testing],15.1,Number of Lab Tests done,TOTAL,295958,79211,216747,55237,240721,261,261,NA,NA,261,108,108,NA,108,NA,75611,75611,NA,7949,67662,334,334,NA,334,NA,296,296,NA,296,NA,2601,2601,NA,276,2325,216747,NA,216747,46274,170473
M15 [Laboratory Testing],15.2.1,Number of Hb tests conducted,TOTAL,35704,8807,26897,8053,27651,87,87,NA,NA,87,NA,NA,NA,NA,NA,8053,8053,NA,3507,4546,50,50,NA,50,NA,86,86,NA,86,NA,531,531,NA,98,433,26897,NA,26897,4312,22585
M15 [Laboratory Testing],15.2.2,"Out of the total number of Hb tests done, Number having Hb < 7 mg",TOTAL,385,258,127,139,246,3,3,NA,NA,3,0,0,NA,0,NA,255,255,NA,52,203,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,127,NA,127,87,40
M15 [Laboratory Testing],15.3.1.a,Male HIV - Number Tested,TOTAL,2501,1095,1406,480,2021,143,143,NA,NA,143,NA,NA,NA,NA,NA,952,952,NA,241,711,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1406,NA,1406,239,1167
M15 [Laboratory Testing],15.3.1.b,Male HIV - Number Positive,TOTAL,18,13,5,13,5,1,1,NA,NA,1,NA,NA,NA,NA,NA,12,12,NA,11,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,2,3
M15 [Laboratory Testing],15.3.2.a,Female Non ANC HIV - Number Tested,TOTAL,1970,1152,818,544,1426,226,226,NA,NA,226,NA,NA,NA,NA,NA,926,926,NA,215,711,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,818,NA,818,329,489
M15 [Laboratory Testing],15.3.2.b,Female Non ANC HIV - Number Positive,TOTAL,44,1,43,40,4,0,0,NA,NA,0,NA,NA,NA,NA,NA,1,1,NA,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,43,40,3
M15 [Laboratory Testing],15.3.3.a,Number of pregnant women screened for HIV,TOTAL,1583,1347,236,325,1258,70,70,NA,NA,70,NA,NA,NA,NA,NA,954,954,NA,77,877,0,0,NA,0,NA,13,13,NA,13,NA,310,310,NA,49,261,236,NA,236,186,50
M15 [Laboratory Testing],15.3.3.b,"Out of the above, number screened positive",TOTAL,27,1,26,26,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,26,NA,26,26,0
M15 [Laboratory Testing],15.3.3.c,"Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)",TOTAL,1,1,0,0,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M15 [Laboratory Testing],15.3.4.a,Number of Male STI/RTI attendees tested for syphilis,TOTAL,63,0,63,63,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,63,63,0
M15 [Laboratory Testing],15.3.4.b,Number of Male STI/RTI attendees found sero Positive for syphilis,TOTAL,9,0,9,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,9,9,0
M15 [Laboratory Testing],15.3.4.c,Number of Female (Non ANC)STI/RTI attendees tested for syphilis,TOTAL,19,0,19,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,19,19,0
M15 [Laboratory Testing],15.3.4.d,Number of Female (Non ANC) STI/RTI attendees found sero Positive for syphilis,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M15 [Laboratory Testing],15.4.1,Widal tests - Number Tested,TOTAL,773,305,468,358,415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,305,NA,23,282,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468,NA,468,335,133
M15 [Laboratory Testing],15.4.2,Widal tests - Number Positive,TOTAL,124,2,122,119,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,122,117,5
M15 [Laboratory Testing],15.5.1,Radiology - X-ray,TOTAL,24013,3585,20428,5642,18371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3585,3585,NA,NA,3585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20428,NA,20428,5642,14786
M15 [Laboratory Testing],15.5.2,Radiology - Ultrasonography (USG),TOTAL,10662,1629,9033,1288,9374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1629,1629,NA,NA,1629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9033,NA,9033,1288,7745
M16 [Details of deaths reported with probable causes:],16.1,Infant deaths within 24 hrs(1 to 23 Hrs) of birth,TOTAL,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.2.1,Infant Deaths up to 4 weeks due to Sepsis,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.2.2,Infant Deaths up to 4 weeks due to Asphyxia,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.2.3,Infant Deaths up to 4 weeks due to Other causes,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.3.1,Number of Infant Deaths (1 -12 months) due to Pneumonia,TOTAL,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA
M16 [Details of deaths reported with probable causes:],16.3.2,Number of Infant Deaths (1 -12 months) due to Diarrhoea,TOTAL,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.3.3,Number of Infant Deaths (1 -12 months) due to Fever related,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.3.4,Number of Infant Deaths (1 -12 months) due to Measles,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.3.5,Number of Infant Deaths (1 -12 months) due to Others,TOTAL,1,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1
M16 [Details of deaths reported with probable causes:],16.4.1,Number of Child Deaths (1 -5 years) due to Pneumonia,TOTAL,1,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1
M16 [Details of deaths reported with probable causes:],16.4.2,Number of Child Deaths (1 -5 years) due to Diarrhoea,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
