Indicator,S.No.,Parameters,Type,SubDistrict - _South - Total [(A+B) or (C+D)],SubDistrict - _South - Public [A],SubDistrict - _South - Private [B],SubDistrict - _South - Urban [C],SubDistrict - _South - Rural [D],SubDistrict - Autonomous - Total [(A+B) or (C+D)],SubDistrict - Autonomous - Public [A],SubDistrict - Autonomous - Private [B],SubDistrict - Autonomous - Urban [C],SubDistrict - Autonomous - Rural [D],SubDistrict - CGHS - Total [(A+B) or (C+D)],SubDistrict - CGHS - Public [A],SubDistrict - CGHS - Private [B],SubDistrict - CGHS - Urban [C],SubDistrict - CGHS - Rural [D],SubDistrict - Delhi Govt - Total [(A+B) or (C+D)],SubDistrict - Delhi Govt - Public [A],SubDistrict - Delhi Govt - Private [B],SubDistrict - Delhi Govt - Urban [C],SubDistrict - Delhi Govt - Rural [D],SubDistrict - ESI - Total [(A+B) or (C+D)],SubDistrict - ESI - Public [A],SubDistrict - ESI - Private [B],SubDistrict - ESI - Urban [C],SubDistrict - ESI - Rural [D],SubDistrict - IPP VIII-MCD - Total [(A+B) or (C+D)],SubDistrict - IPP VIII-MCD - Public [A],SubDistrict - IPP VIII-MCD - Private [B],SubDistrict - IPP VIII-MCD - Urban [C],SubDistrict - IPP VIII-MCD - Rural [D],SubDistrict - MCW Centres MCD - Total [(A+B) or (C+D)],SubDistrict - MCW Centres MCD - Public [A],SubDistrict - MCW Centres MCD - Private [B],SubDistrict - MCW Centres MCD - Urban [C],SubDistrict - MCW Centres MCD - Rural [D],SubDistrict - Private - Total [(A+B) or (C+D)],SubDistrict - Private - Public [A],SubDistrict - Private - Private [B],SubDistrict - Private - Urban [C],SubDistrict - Private - Rural [D]
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.2,Number of DOTS cases completed successfully,TOTAL,121,121,0,99,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,121,NA,99,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.1.1,Outpatient - Diabetes,TOTAL,5273,811,4462,2300,2973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608,608,NA,608,0,NA,NA,NA,NA,NA,105,105,NA,105,NA,98,98,NA,98,0,4462,NA,4462,1489,2973
M14 [Patient Services],14.1.2,Outpatient - Hypertension,TOTAL,3328,728,2600,1062,2266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446,446,NA,446,0,NA,NA,NA,NA,NA,146,146,NA,146,NA,136,136,NA,136,0,2600,NA,2600,334,2266
M14 [Patient Services],14.1.3,Outpatient - Stroke (Paralysis),TOTAL,230,0,230,4,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,NA,230,4,226
M14 [Patient Services],14.1.4,Outpatient - Acute Heart Diseases,TOTAL,3915,0,3915,15,3900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3915,NA,3915,15,3900
M14 [Patient Services],14.1.5,Outpatient - Mental illness,TOTAL,1720,1,1719,487,1233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1719,NA,1719,486,1233
M14 [Patient Services],14.1.6,Outpatient - Epilepsy,TOTAL,350,0,350,4,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,NA,350,4,346
M14 [Patient Services],14.1.7,Outpatient - Ophthalmic Related,TOTAL,6900,1390,5510,5440,1460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,981,981,NA,981,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409,409,NA,16,393,5510,NA,5510,4443,1067
M14 [Patient Services],14.1.8,Outpatient - Dental,TOTAL,1300,219,1081,539,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,212,NA,212,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,7,NA,1081,NA,1081,320,761
M14 [Patient Services],14.1.9,Outpatient - Oncology,TOTAL,4182,0,4182,1613,2569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4182,NA,4182,1613,2569
M14 [Patient Services],14.2.1,Allopathic- Outpatient attendance,TOTAL,517875,417307,100568,222468,295407,188553,188553,NA,NA,188553,38362,38362,NA,38362,NA,142225,142225,NA,107462,34763,19559,19559,NA,19559,NA,3935,3935,NA,3935,NA,24673,24673,NA,14501,10172,100568,NA,100568,38649,61919
M14 [Patient Services],14.2.2,Ayush - Outpatient attendance,TOTAL,12156,12039,117,12156,0,NA,NA,NA,NA,NA,3824,3824,NA,3824,NA,8215,8215,NA,8215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,117,NA,117,117,0
M14 [Patient Services],14.3.1.a,Inpatient (Male)- Children<18yrs,TOTAL,2927,2419,508,235,2692,2332,2332,NA,NA,2332,NA,NA,NA,NA,NA,87,87,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508,NA,508,235,273
M14 [Patient Services],14.3.1.b,Inpatient (Male)- Adults,TOTAL,8476,4778,3698,968,7508,4778,4778,NA,NA,4778,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3698,NA,3698,968,2730
M14 [Patient Services],14.3.2.a,Inpatient (Female)- Children<18yrs,TOTAL,1746,1335,411,196,1550,1256,1256,NA,NA,1256,NA,NA,NA,NA,NA,79,79,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,411,NA,411,196,215
M14 [Patient Services],14.3.2.b,Inpatient (Female)- Adults,TOTAL,7628,3971,3657,1381,6247,3971,3971,NA,NA,3971,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3657,NA,3657,1381,2276
M14 [Patient Services],14.3.3,Number of Left Against Medical Advice (LAMA) cases,TOTAL,52,7,45,15,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,45,15,30
M14 [Patient Services],14.4.1,Inpatient - Malaria,TOTAL,51,24,27,18,33,13,13,NA,NA,13,NA,NA,NA,NA,NA,11,11,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,27,18,9
M14 [Patient Services],14.4.2,Inpatient - Dengue,TOTAL,76,6,70,25,51,6,6,NA,NA,6,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,70,25,45
M14 [Patient Services],14.4.3,Inpatient - Typhoid,TOTAL,130,17,113,74,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,113,74,39
M14 [Patient Services],14.4.4,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",TOTAL,315,1,314,75,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314,NA,314,75,239
M14 [Patient Services],14.4.5,Inpatient - Tuberculosis,TOTAL,41,2,39,8,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,39,8,31
M14 [Patient Services],14.4.6,Inpatient - Pyrexia of unknown origin (PUO),TOTAL,195,0,195,136,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,NA,195,136,59
M14 [Patient Services],14.4.7,Inpatient - Diarrhea with dehydration,TOTAL,212,23,189,115,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,23,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,NA,189,115,74
M14 [Patient Services],14.4.8,Inpatient - Hepatitis,TOTAL,41,1,40,7,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,40,7,33
M14 [Patient Services],14.5,Patients registered at Emergency Department,TOTAL,28589,21407,7182,1212,27377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21407,21407,NA,NA,21407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7182,NA,7182,1212,5970
M14 [Patient Services],14.6.1,"Emergency - Trauma ( accident, injury, poisoning etc)",TOTAL,930,796,134,77,853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,796,796,NA,NA,796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,134,77,57
M14 [Patient Services],14.6.2,Emergency - Burn,TOTAL,29,22,7,6,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,22,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,7,6,1
M14 [Patient Services],14.6.3,Emergency - Obstetrics complications,TOTAL,941,932,9,7,934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,932,932,NA,NA,932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,9,7,2
M14 [Patient Services],14.6.4,Emergency - Snake Bite,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.6.5,Emergency - Acute Caridiac Emergencies,TOTAL,128,109,19,10,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,109,NA,NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,19,10,9
M14 [Patient Services],14.6.7,Emergency - CVA ( Cerebovascular Disease),TOTAL,16,0,16,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,16,6,10
M14 [Patient Services],14.7,Number of deaths occurring at Emergency Department,TOTAL,8,3,5,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,1,4
M14 [Patient Services],14.8.1,Operation major (General and spinal anaesthesia),TOTAL,4858,2342,2516,492,4366,2185,2185,NA,NA,2185,NA,NA,NA,NA,NA,157,157,NA,NA,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2516,NA,2516,492,2024
M14 [Patient Services],14.8.2,"Out of Operation major, Gynecology- Hysterectomy surgeries",TOTAL,66,5,61,20,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,61,20,41
M14 [Patient Services],14.8.3,"Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.",TOTAL,1903,71,1832,NA,1903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,71,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1832,NA,1832,NA,1832
M14 [Patient Services],14.8.4,Operation minor (No or local anaesthesia),TOTAL,9933,9280,653,414,9519,9049,9049,NA,NA,9049,NA,NA,NA,NA,NA,231,231,NA,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653,NA,653,414,239
M14 [Patient Services],14.8.5,Number of post operative Surgical Site infection,TOTAL,1,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M14 [Patient Services],14.8.6,Number of blood units issued,TOTAL,612,56,556,154,458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,56,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556,NA,556,154,402
M14 [Patient Services],14.8.7,Number of blood transfusions done,TOTAL,644,56,588,150,494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,56,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,588,NA,588,150,438
M14 [Patient Services],14.9.1,Inpatient Deaths - Male,TOTAL,311,230,81,4,307,229,229,NA,NA,229,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,81,4,77
M14 [Patient Services],14.9.2,Inpatient Deaths - Female,TOTAL,156,106,50,4,152,97,97,NA,NA,97,NA,NA,NA,NA,NA,9,9,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,50,4,46
M14 [Patient Services],14.1,In-Patient Head Count at midnight,TOTAL,68482,44311,24171,2165,66317,41449,41449,NA,NA,41449,NA,NA,NA,NA,NA,2862,2862,NA,NA,2862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24171,NA,24171,2165,22006
M14 [Patient Services],14.11,Number of Admission in NBSU ( New Born Stabilisation Unit),TOTAL,96,88,8,8,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,88,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,8,8,0
M14 [Patient Services],14.12.1,Special Newborn Care Unit (SNCU Admissions) - Inborn Male,TOTAL,50,43,7,7,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,43,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,7,7,0
M14 [Patient Services],14.12.2,Special Newborn Care Unit (SNCU Admissions) - Inborn Female,TOTAL,50,45,5,5,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,45,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,5,0
M14 [Patient Services],14.12.3,Outborn – Male,TOTAL,6,5,1,1,5,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0
M14 [Patient Services],14.12.4,Outborn - Female,TOTAL,15,12,3,3,12,12,12,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,0
M14 [Patient Services],14.12.5,Number of newborns admitted in SNCU - referred by ASHA,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.13,Number of deaths occurring at SNCU,TOTAL,2,0,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,0
M14 [Patient Services],14.14.1,Number of children admitted in NRC,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.14.2,Number of children discharged with target weight gain from the NRCs,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.15,Number of Rogi Kalyan Samiti (RKS) meetings held,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.16,Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach,TOTAL,29,29,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,19,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,NA,10,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.17,Stock out rate of essential Drugs,TOTAL,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M14 [Patient Services],14.18,Blood Units Issued on replacement (Family Donors to be considered as replacement donations),TOTAL,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M14 [Patient Services],14.19,Total number of blood units issued in year,TOTAL,56,56,0,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,56,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M14 [Patient Services],14.2,Patient Satisfaction Score of the facility in percentage (from Mera Aspatal),TOTAL,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M15 [Laboratory Testing],15.1,Number of Lab Tests done,TOTAL,377687,89718,287969,46027,331660,458,458,NA,NA,458,91,91,NA,91,NA,86770,86770,NA,5302,81468,250,250,NA,250,NA,224,224,NA,224,NA,1925,1925,NA,355,1570,287969,NA,287969,39805,248164
M15 [Laboratory Testing],15.2.1,Number of Hb tests conducted,TOTAL,31837,10575,21262,8446,23391,199,199,NA,NA,199,91,91,NA,91,NA,9566,9566,NA,3968,5598,8,8,NA,8,NA,78,78,NA,78,NA,633,633,NA,355,278,21262,NA,21262,3946,17316
M15 [Laboratory Testing],15.2.2,"Out of the total number of Hb tests done, Number having Hb < 7 mg",TOTAL,655,310,345,321,334,5,5,NA,NA,5,0,0,NA,0,NA,302,302,NA,48,254,1,1,NA,1,NA,0,0,NA,0,NA,2,2,NA,0,2,345,NA,345,272,73
M15 [Laboratory Testing],15.3.1.a,Male HIV - Number Tested,TOTAL,1721,734,987,361,1360,126,126,NA,NA,126,NA,NA,NA,NA,NA,608,608,NA,186,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,987,NA,987,175,812
M15 [Laboratory Testing],15.3.1.b,Male HIV - Number Positive,TOTAL,16,9,7,3,13,1,1,NA,NA,1,NA,NA,NA,NA,NA,8,8,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,7,NA,7,2,5
M15 [Laboratory Testing],15.3.2.a,Female Non ANC HIV - Number Tested,TOTAL,1346,649,697,407,939,213,213,NA,NA,213,NA,NA,NA,NA,NA,436,436,NA,232,204,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,697,NA,697,175,522
M15 [Laboratory Testing],15.3.2.b,Female Non ANC HIV - Number Positive,TOTAL,3,3,0,2,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,3,3,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,0
M15 [Laboratory Testing],15.3.3.a,Number of pregnant women screened for HIV,TOTAL,1200,1032,168,296,904,79,79,NA,NA,79,NA,NA,NA,NA,NA,894,894,NA,124,770,0,0,NA,0,NA,22,22,NA,22,NA,37,37,NA,37,0,168,NA,168,113,55
M15 [Laboratory Testing],15.3.3.b,"Out of the above, number screened positive",TOTAL,1,1,0,0,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,1,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,0,0,0
M15 [Laboratory Testing],15.3.3.c,"Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)",TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M15 [Laboratory Testing],15.3.4.a,Number of Male STI/RTI attendees tested for syphilis,TOTAL,62,NA,62,42,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,62,42,20
M15 [Laboratory Testing],15.3.4.b,Number of Male STI/RTI attendees found sero Positive for syphilis,TOTAL,12,NA,12,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,12,12,0
M15 [Laboratory Testing],15.3.4.c,Number of Female (Non ANC)STI/RTI attendees tested for syphilis,TOTAL,10,NA,10,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,10,3,7
M15 [Laboratory Testing],15.3.4.d,Number of Female (Non ANC) STI/RTI attendees found sero Positive for syphilis,TOTAL,12,NA,12,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,12,12,0
M15 [Laboratory Testing],15.4.1,Widal tests - Number Tested,TOTAL,1505,640,865,758,747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632,632,NA,124,508,8,8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,865,NA,865,626,239
M15 [Laboratory Testing],15.4.2,Widal tests - Number Positive,TOTAL,187,58,129,130,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,58,NA,10,48,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,129,120,9
M15 [Laboratory Testing],15.5.1,Radiology - X-ray,TOTAL,22085,4053,18032,5386,16699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4053,4053,NA,NA,4053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18032,NA,18032,5386,12646
M15 [Laboratory Testing],15.5.2,Radiology - Ultrasonography (USG),TOTAL,8813,321,8492,1229,7584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,321,NA,NA,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8492,NA,8492,1229,7263
M16 [Details of deaths reported with probable causes:],16.1,Infant deaths within 24 hrs(1 to 23 Hrs) of birth,TOTAL,3,3,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.2.1,Infant Deaths up to 4 weeks due to Sepsis,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.2.2,Infant Deaths up to 4 weeks due to Asphyxia,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.2.3,Infant Deaths up to 4 weeks due to Other causes,TOTAL,3,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,0
M16 [Details of deaths reported with probable causes:],16.3.1,Number of Infant Deaths (1 -12 months) due to Pneumonia,TOTAL,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA
M16 [Details of deaths reported with probable causes:],16.3.2,Number of Infant Deaths (1 -12 months) due to Diarrhoea,TOTAL,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.3.3,Number of Infant Deaths (1 -12 months) due to Fever related,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.3.4,Number of Infant Deaths (1 -12 months) due to Measles,TOTAL,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.3.5,Number of Infant Deaths (1 -12 months) due to Others,TOTAL,3,NA,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,0
M16 [Details of deaths reported with probable causes:],16.4.1,Number of Child Deaths (1 -5 years) due to Pneumonia,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
