Indicator,S.No.,Parameters,Type,SubDistrict - _South - Total [(A+B) or (C+D)],SubDistrict - _South - Public [A],SubDistrict - _South - Private [B],SubDistrict - _South - Urban [C],SubDistrict - _South - Rural [D],SubDistrict - Autonomous - Total [(A+B) or (C+D)],SubDistrict - Autonomous - Public [A],SubDistrict - Autonomous - Private [B],SubDistrict - Autonomous - Urban [C],SubDistrict - Autonomous - Rural [D],SubDistrict - CGHS - Total [(A+B) or (C+D)],SubDistrict - CGHS - Public [A],SubDistrict - CGHS - Private [B],SubDistrict - CGHS - Urban [C],SubDistrict - CGHS - Rural [D],SubDistrict - Delhi Govt - Total [(A+B) or (C+D)],SubDistrict - Delhi Govt - Public [A],SubDistrict - Delhi Govt - Private [B],SubDistrict - Delhi Govt - Urban [C],SubDistrict - Delhi Govt - Rural [D],SubDistrict - ESI - Total [(A+B) or (C+D)],SubDistrict - ESI - Public [A],SubDistrict - ESI - Private [B],SubDistrict - ESI - Urban [C],SubDistrict - ESI - Rural [D],SubDistrict - IPP VIII-MCD - Total [(A+B) or (C+D)],SubDistrict - IPP VIII-MCD - Public [A],SubDistrict - IPP VIII-MCD - Private [B],SubDistrict - IPP VIII-MCD - Urban [C],SubDistrict - IPP VIII-MCD - Rural [D],SubDistrict - MCW Centres MCD - Total [(A+B) or (C+D)],SubDistrict - MCW Centres MCD - Public [A],SubDistrict - MCW Centres MCD - Private [B],SubDistrict - MCW Centres MCD - Urban [C],SubDistrict - MCW Centres MCD - Rural [D],SubDistrict - NGO - Total [(A+B) or (C+D)],SubDistrict - NGO - Public [A],SubDistrict - NGO - Private [B],SubDistrict - NGO - Urban [C],SubDistrict - NGO - Rural [D],SubDistrict - Private - Total [(A+B) or (C+D)],SubDistrict - Private - Public [A],SubDistrict - Private - Private [B],SubDistrict - Private - Urban [C],SubDistrict - Private - Rural [D]
M11 [NVBDCP],11.2.1,Kala Azar (RDT) - Tests Conducted,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M11 [NVBDCP],11.2.2,Kala Azar Positive Cases,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M11 [NVBDCP],11.2.3,Post-kala-azar dermal leishmaniasis (PKDL) cases,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M11 [NVBDCP],11.3.1,Dengue - RDT Test Positive,TOTAL,224,86,138,114,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,86,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,42,42,NA,96,NA,96,72,24
M11 [NVBDCP],11.3.2,Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive,TOTAL,61,32,29,5,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,29,5,24
M11 [NVBDCP],11.4.1,Tests Conducted for JE,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M11 [NVBDCP],11.4.2,Tests Positive for JE,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M12 [Adolscent Health],12.1.1.a,Girls registered in AFHC,TOTAL,52,52,0,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,37,NA,5,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,0,15,0,NA,0,0,NA,0,NA,0,0,0
M12 [Adolscent Health],12.1.1.b,Boys registered in AFHC,TOTAL,11,11,0,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,7,0,NA,0,0,NA,0,NA,0,0,0
M12 [Adolscent Health],12.1.2.a,"Out of registered, Girls received clinical services",TOTAL,41,41,0,5,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,5,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,0,15,0,NA,0,0,NA,0,NA,0,0,0
M12 [Adolscent Health],12.1.2.b,"Out of registered, Boys received clinical services",TOTAL,11,11,0,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,7,0,NA,0,0,NA,0,NA,0,0,0
M12 [Adolscent Health],12.1.3.a,"Out of registered, Girls received counselling",TOTAL,52,52,0,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,37,NA,5,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,0,15,0,NA,0,0,NA,0,NA,0,0,0
M12 [Adolscent Health],12.1.3.b,"Out of registered, Boys received counselling",TOTAL,11,11,0,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,7,0,NA,0,0,NA,0,NA,0,0,0
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.1,Number of on-going DOTS patients registered,TOTAL,394,383,11,394,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383,383,NA,383,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,11,NA,11,11,0
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.2,Number of DOTS cases completed successfully,TOTAL,156,156,0,156,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,98,NA,98,NA,58,58,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M14 [Patient Services],14.1.1,Outpatient - Diabetes,TOTAL,5121,918,4203,2101,3020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,721,721,NA,528,193,NA,NA,NA,NA,NA,107,107,NA,107,NA,90,90,NA,90,0,177,NA,177,177,NA,4026,NA,4026,1199,2827
M14 [Patient Services],14.1.2,Outpatient - Hypertension,TOTAL,3674,719,2955,1199,2475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479,479,NA,479,NA,NA,NA,NA,NA,NA,123,123,NA,123,NA,117,117,NA,117,0,103,NA,103,103,NA,2852,NA,2852,377,2475
M14 [Patient Services],14.1.3,Outpatient - Stroke (Paralysis),TOTAL,193,0,193,2,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,193,NA,193,2,191
M14 [Patient Services],14.1.4,Outpatient - Acute Heart Diseases,TOTAL,10789,0,10789,13,10776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,10789,NA,10789,13,10776
M14 [Patient Services],14.1.5,Outpatient - Mental illness,TOTAL,1604,4,1600,419,1185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,0,NA,0,0,NA,1600,NA,1600,418,1182
M14 [Patient Services],14.1.6,Outpatient - Epilepsy,TOTAL,455,0,455,165,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,455,NA,455,165,290
M14 [Patient Services],14.1.7,Outpatient - Ophthalmic Related,TOTAL,6888,2726,4162,3957,2931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2366,2366,NA,805,1561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,360,NA,34,326,165,NA,165,165,NA,3997,NA,3997,2953,1044
M14 [Patient Services],14.1.8,Outpatient - Dental,TOTAL,2599,1516,1083,563,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1510,1510,NA,140,1370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,6,NA,78,NA,78,78,NA,1005,NA,1005,339,666
M14 [Patient Services],14.1.9,Outpatient - Oncology,TOTAL,5686,NA,5686,1527,4159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,5686,NA,5686,1527,4159
M14 [Patient Services],14.2.1,Allopathic- Outpatient attendance,TOTAL,492313,386028,106285,213412,278901,171859,171859,NA,NA,171859,37229,37229,NA,37229,NA,135187,135187,NA,101525,33662,16005,16005,NA,16005,NA,3795,3795,NA,3795,NA,21953,21953,NA,12622,9331,6022,NA,6022,6022,NA,100263,NA,100263,36214,64049
M14 [Patient Services],14.2.2,Ayush - Outpatient attendance,TOTAL,12662,12596,66,12662,0,NA,NA,NA,NA,NA,3737,3737,NA,3737,NA,8859,8859,NA,8859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,66,NA,66,66,0
M14 [Patient Services],14.3.1.a,Inpatient (Male)- Children<18yrs,TOTAL,2875,2359,516,213,2662,2264,2264,NA,NA,2264,NA,NA,NA,NA,NA,95,95,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,8,8,NA,508,NA,508,205,303
M14 [Patient Services],14.3.1.b,Inpatient (Male)- Adults,TOTAL,8184,4735,3449,876,7308,4735,4735,NA,NA,4735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,78,78,NA,3371,NA,3371,798,2573
M14 [Patient Services],14.3.2.a,Inpatient (Female)- Children<18yrs,TOTAL,1881,1258,623,163,1718,1191,1191,NA,NA,1191,NA,NA,NA,NA,NA,67,67,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,6,NA,617,NA,617,157,460
M14 [Patient Services],14.3.2.b,Inpatient (Female)- Adults,TOTAL,7132,3902,3230,1428,5704,3902,3902,NA,NA,3902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,155,155,NA,3075,NA,3075,1273,1802
M14 [Patient Services],14.3.3,Number of Left Against Medical Advice (LAMA) cases,TOTAL,86,31,55,17,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,31,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,NA,52,NA,52,14,38
M14 [Patient Services],14.4.1,Inpatient - Malaria,TOTAL,15,3,12,8,7,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,12,NA,12,8,4
M14 [Patient Services],14.4.2,Inpatient - Dengue,TOTAL,263,84,179,77,186,84,84,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,10,10,NA,169,NA,169,67,102
M14 [Patient Services],14.4.3,Inpatient - Typhoid,TOTAL,111,NA,111,91,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,10,10,NA,101,NA,101,81,20
M14 [Patient Services],14.4.4,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",TOTAL,249,NA,249,66,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,248,NA,248,65,183
M14 [Patient Services],14.4.5,Inpatient - Tuberculosis,TOTAL,51,NA,51,14,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,10,10,NA,41,NA,41,4,37
M14 [Patient Services],14.4.6,Inpatient - Pyrexia of unknown origin (PUO),TOTAL,160,NA,160,120,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,160,NA,160,120,40
M14 [Patient Services],14.4.7,Inpatient - Diarrhea with dehydration,TOTAL,165,NA,165,105,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,165,NA,165,105,60
M14 [Patient Services],14.4.8,Inpatient - Hepatitis,TOTAL,44,NA,44,8,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,44,NA,44,8,36
M14 [Patient Services],14.5,Patients registered at Emergency Department,TOTAL,20593,14169,6424,1055,19538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14169,14169,NA,NA,14169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,6424,NA,6424,1055,5369
M14 [Patient Services],14.6.1,"Emergency - Trauma ( accident, injury, poisoning etc)",TOTAL,939,783,156,75,864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,783,783,NA,NA,783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,156,NA,156,75,81
M14 [Patient Services],14.6.2,Emergency - Burn,TOTAL,67,52,15,13,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,52,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,15,NA,15,13,2
M14 [Patient Services],14.6.3,Emergency - Obstetrics complications,TOTAL,4,NA,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,4,NA,4,3,1
M14 [Patient Services],14.6.4,Emergency - Snake Bite,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M14 [Patient Services],14.6.5,Emergency - Acute Caridiac Emergencies,TOTAL,125,99,26,12,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,99,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,26,NA,26,12,14
M14 [Patient Services],14.6.7,Emergency - CVA ( Cerebovascular Disease),TOTAL,14,NA,14,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,14,NA,14,9,5
M14 [Patient Services],14.7,Number of deaths occurring at Emergency Department,TOTAL,14,3,11,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,11,NA,11,0,11
M14 [Patient Services],14.8.1,Operation major (General and spinal anaesthesia),TOTAL,4857,2446,2411,506,4351,2282,2282,NA,NA,2282,NA,NA,NA,NA,NA,164,164,NA,NA,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,56,56,NA,2355,NA,2355,450,1905
M14 [Patient Services],14.8.2,"Out of Operation major, Gynecology- Hysterectomy surgeries",TOTAL,141,72,69,33,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,72,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,9,9,NA,60,NA,60,24,36
M14 [Patient Services],14.8.3,"Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.",TOTAL,1458,83,1375,NA,1458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,83,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1375,NA,1375,NA,1375
M14 [Patient Services],14.8.4,Operation minor (No or local anaesthesia),TOTAL,9109,8498,611,422,8687,8280,8280,NA,NA,8280,NA,NA,NA,NA,NA,218,218,NA,NA,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,33,33,NA,578,NA,578,389,189
M14 [Patient Services],14.8.5,Number of post operative Surgical Site infection,TOTAL,4,3,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1
M14 [Patient Services],14.8.6,Number of blood units issued,TOTAL,3781,72,3709,183,3598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,72,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,3709,NA,3709,183,3526
M14 [Patient Services],14.8.7,Number of blood transfusions done,TOTAL,767,72,695,141,626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,72,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,695,NA,695,141,554
M14 [Patient Services],14.9.1,Inpatient Deaths - Male,TOTAL,305,219,86,7,298,218,218,NA,NA,218,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,86,NA,86,7,79
M14 [Patient Services],14.9.2,Inpatient Deaths - Female,TOTAL,157,111,46,5,152,109,109,NA,NA,109,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,46,NA,46,5,41
M14 [Patient Services],14.1,In-Patient Head Count at midnight,TOTAL,68453,45266,23187,2145,66308,42239,42239,NA,NA,42239,NA,NA,NA,NA,NA,3027,3027,NA,NA,3027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,23187,NA,23187,2145,21042
M14 [Patient Services],14.11,Number of Admission in NBSU ( New Born Stabilisation Unit),TOTAL,112,99,13,13,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,99,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,13,NA,13,13,0
M14 [Patient Services],14.12.1,Special Newborn Care Unit (SNCU Admissions) - Inborn Male,TOTAL,62,52,10,10,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,52,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,10,NA,10,10,0
M14 [Patient Services],14.12.2,Special Newborn Care Unit (SNCU Admissions) - Inborn Female,TOTAL,61,47,14,14,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,47,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,14,NA,14,14,0
M14 [Patient Services],14.12.3,Outborn – Male,TOTAL,15,14,1,1,14,11,11,NA,NA,11,NA,NA,NA,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,1,NA,1,1,0
M14 [Patient Services],14.12.4,Outborn - Female,TOTAL,13,11,2,2,11,11,11,NA,NA,11,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,2,NA,2,2,0
M14 [Patient Services],14.12.5,Number of newborns admitted in SNCU - referred by ASHA,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M14 [Patient Services],14.13,Number of deaths occurring at SNCU,TOTAL,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M14 [Patient Services],14.14.1,Number of children admitted in NRC,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M14 [Patient Services],14.14.2,Number of children discharged with target weight gain from the NRCs,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M14 [Patient Services],14.15,Number of Rogi Kalyan Samiti (RKS) meetings held,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M14 [Patient Services],14.16,Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach,TOTAL,30,30,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,21,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.17,Stock out rate of essential Drugs,TOTAL,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M14 [Patient Services],14.18,Blood Units Issued on replacement (Family Donors to be considered as replacement donations),TOTAL,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M14 [Patient Services],14.19,Total number of blood units issued in year,TOTAL,72,72,0,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,72,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M14 [Patient Services],14.2,Patient Satisfaction Score of the facility in percentage (from Mera Aspatal),TOTAL,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M15 [Laboratory Testing],15.1,Number of Lab Tests done,TOTAL,371971,83494,288477,55270,316701,344,344,NA,NA,344,50,50,NA,50,NA,81212,81212,NA,4677,76535,205,205,NA,205,NA,223,223,NA,223,NA,1460,1460,NA,175,1285,1928,NA,1928,1928,NA,286549,NA,286549,48012,238537
M15 [Laboratory Testing],15.2.1,Number of Hb tests conducted,TOTAL,78723,56810,21913,8555,70168,145,145,NA,NA,145,50,50,NA,50,NA,56253,56253,NA,3463,52790,45,45,NA,45,NA,66,66,NA,66,NA,251,251,NA,57,194,739,NA,739,739,NA,21174,NA,21174,4135,17039
M15 [Laboratory Testing],15.2.2,"Out of the total number of Hb tests done, Number having Hb < 7 mg",TOTAL,584,220,364,317,267,1,1,NA,NA,1,1,1,NA,1,NA,216,216,NA,23,193,1,1,NA,1,NA,0,0,NA,0,NA,1,1,NA,0,1,8,NA,8,8,NA,356,NA,356,284,72
M15 [Laboratory Testing],15.3.1.a,Male HIV - Number Tested,TOTAL,1646,645,1001,385,1261,113,113,NA,NA,113,NA,NA,NA,NA,NA,532,532,NA,147,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,44,NA,44,44,NA,957,NA,957,194,763
M15 [Laboratory Testing],15.3.1.b,Male HIV - Number Positive,TOTAL,5,2,3,3,2,0,0,NA,NA,0,NA,NA,NA,NA,NA,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,3,NA,3,2,1
M15 [Laboratory Testing],15.3.2.a,Female Non ANC HIV - Number Tested,TOTAL,1175,482,693,375,800,170,170,NA,NA,170,NA,NA,NA,NA,NA,312,312,NA,117,195,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,43,NA,43,43,NA,650,NA,650,215,435
M15 [Laboratory Testing],15.3.2.b,Female Non ANC HIV - Number Positive,TOTAL,2,1,1,1,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,1,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,1,NA,1,1,0
M15 [Laboratory Testing],15.3.3.a,Number of pregnant women screened for HIV,TOTAL,1073,898,175,331,742,69,69,NA,NA,69,NA,NA,NA,NA,NA,733,733,NA,163,570,0,0,NA,0,NA,1,1,NA,1,NA,95,95,NA,31,64,40,NA,40,40,NA,135,NA,135,96,39
