Indicator,S.No.,Parameters,Type,SubDistrict - _South - Total [(A+B) or (C+D)],SubDistrict - _South - Public [A],SubDistrict - _South - Private [B],SubDistrict - _South - Urban [C],SubDistrict - _South - Rural [D],SubDistrict - Autonomous - Total [(A+B) or (C+D)],SubDistrict - Autonomous - Public [A],SubDistrict - Autonomous - Private [B],SubDistrict - Autonomous - Urban [C],SubDistrict - Autonomous - Rural [D],SubDistrict - CGHS - Total [(A+B) or (C+D)],SubDistrict - CGHS - Public [A],SubDistrict - CGHS - Private [B],SubDistrict - CGHS - Urban [C],SubDistrict - CGHS - Rural [D],SubDistrict - Delhi Govt - Total [(A+B) or (C+D)],SubDistrict - Delhi Govt - Public [A],SubDistrict - Delhi Govt - Private [B],SubDistrict - Delhi Govt - Urban [C],SubDistrict - Delhi Govt - Rural [D],SubDistrict - ESI - Total [(A+B) or (C+D)],SubDistrict - ESI - Public [A],SubDistrict - ESI - Private [B],SubDistrict - ESI - Urban [C],SubDistrict - ESI - Rural [D],SubDistrict - IPP VIII-MCD - Total [(A+B) or (C+D)],SubDistrict - IPP VIII-MCD - Public [A],SubDistrict - IPP VIII-MCD - Private [B],SubDistrict - IPP VIII-MCD - Urban [C],SubDistrict - IPP VIII-MCD - Rural [D],SubDistrict - MCW Centres MCD - Total [(A+B) or (C+D)],SubDistrict - MCW Centres MCD - Public [A],SubDistrict - MCW Centres MCD - Private [B],SubDistrict - MCW Centres MCD - Urban [C],SubDistrict - MCW Centres MCD - Rural [D],SubDistrict - Private - Total [(A+B) or (C+D)],SubDistrict - Private - Public [A],SubDistrict - Private - Private [B],SubDistrict - Private - Urban [C],SubDistrict - Private - Rural [D]
M14 [Patient Services],14.1.1,Outpatient - Diabetes,TOTAL,5698,892,4806,2107,3591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690,690,NA,690,0,NA,NA,NA,NA,NA,176,176,NA,176,NA,26,26,NA,26,0,4806,NA,4806,1215,3591
M14 [Patient Services],14.1.2,Outpatient - Hypertension,TOTAL,3979,777,3202,1163,2816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,481,481,NA,481,0,NA,NA,NA,NA,NA,192,192,NA,192,NA,104,104,NA,104,0,3202,NA,3202,386,2816
M14 [Patient Services],14.1.3,Outpatient - Stroke (Paralysis),TOTAL,319,0,319,12,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,319,NA,319,12,307
M14 [Patient Services],14.1.4,Outpatient - Acute Heart Diseases,TOTAL,4204,0,4204,24,4180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,4204,NA,4204,24,4180
M14 [Patient Services],14.1.5,Outpatient - Mental illness,TOTAL,1807,1,1806,455,1352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1806,NA,1806,454,1352
M14 [Patient Services],14.1.6,Outpatient - Epilepsy,TOTAL,490,23,467,4,486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,23,NA,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,467,NA,467,4,463
M14 [Patient Services],14.1.7,Outpatient - Ophthalmic Related,TOTAL,5531,1041,4490,4024,1507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,686,686,NA,686,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,355,NA,23,332,4490,NA,4490,3315,1175
M14 [Patient Services],14.1.8,Outpatient - Dental,TOTAL,1260,129,1131,592,668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,112,NA,112,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17,NA,17,NA,1131,NA,1131,463,668
M14 [Patient Services],14.1.9,Outpatient - Oncology,TOTAL,6720,0,6720,2090,4630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6720,NA,6720,2090,4630
M14 [Patient Services],14.2.1,Allopathic- Outpatient attendance,TOTAL,518050,408034,110016,200436,317614,179245,179245,NA,NA,179245,41340,41340,NA,41340,NA,144401,144401,NA,90437,53964,16780,16780,NA,16780,NA,3643,3643,NA,3643,NA,22625,22625,NA,13392,9233,110016,NA,110016,34844,75172
M14 [Patient Services],14.2.2,Ayush - Outpatient attendance,TOTAL,10276,10232,44,10276,0,NA,NA,NA,NA,NA,3761,3761,NA,3761,NA,6471,6471,NA,6471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,44,44,0
M14 [Patient Services],14.3.1.a,Inpatient (Male)- Children<18yrs,TOTAL,2837,2367,470,179,2658,2301,2301,NA,NA,2301,NA,NA,NA,NA,NA,66,66,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470,NA,470,179,291
M14 [Patient Services],14.3.1.b,Inpatient (Male)- Adults,TOTAL,8562,4641,3921,758,7804,4641,4641,NA,NA,4641,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3921,NA,3921,758,3163
M14 [Patient Services],14.3.2.a,Inpatient (Female)- Children<18yrs,TOTAL,1543,1211,332,136,1407,1162,1162,NA,NA,1162,NA,NA,NA,NA,NA,49,49,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,NA,332,136,196
M14 [Patient Services],14.3.2.b,Inpatient (Female)- Adults,TOTAL,7483,3826,3657,1285,6198,3826,3826,NA,NA,3826,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3657,NA,3657,1285,2372
M14 [Patient Services],14.3.3,Number of Left Against Medical Advice (LAMA) cases,TOTAL,100,NA,100,11,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,100,11,89
M14 [Patient Services],14.4.1,Inpatient - Malaria,TOTAL,1,1,0,0,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.4.2,Inpatient - Dengue,TOTAL,8,3,5,0,8,3,3,NA,NA,3,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,0,5
M14 [Patient Services],14.4.3,Inpatient - Typhoid,TOTAL,90,16,74,48,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,16,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,74,48,26
M14 [Patient Services],14.4.4,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",TOTAL,380,0,380,52,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,NA,380,52,328
M14 [Patient Services],14.4.5,Inpatient - Tuberculosis,TOTAL,64,1,63,13,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,63,13,50
M14 [Patient Services],14.4.6,Inpatient - Pyrexia of unknown origin (PUO),TOTAL,93,1,92,73,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,92,73,19
M14 [Patient Services],14.4.7,Inpatient - Diarrhea with dehydration,TOTAL,177,18,159,95,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,NA,159,95,64
M14 [Patient Services],14.4.8,Inpatient - Hepatitis,TOTAL,46,1,45,9,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,45,9,36
M14 [Patient Services],14.5,Patients registered at Emergency Department,TOTAL,27163,20123,7040,1373,25790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20123,20123,NA,NA,20123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7040,NA,7040,1373,5667
M14 [Patient Services],14.6.1,"Emergency - Trauma ( accident, injury, poisoning etc)",TOTAL,142,NA,142,62,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,NA,142,62,80
M14 [Patient Services],14.6.2,Emergency - Burn,TOTAL,4,NA,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,3,1
M14 [Patient Services],14.6.3,Emergency - Obstetrics complications,TOTAL,10,NA,10,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,10,8,2
M14 [Patient Services],14.6.4,Emergency - Snake Bite,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.6.5,Emergency - Acute Caridiac Emergencies,TOTAL,33,NA,33,12,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,33,12,21
M14 [Patient Services],14.6.7,Emergency - CVA ( Cerebovascular Disease),TOTAL,14,NA,14,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,14,6,8
M14 [Patient Services],14.7,Number of deaths occurring at Emergency Department,TOTAL,13,5,8,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,8,1,7
M14 [Patient Services],14.8.1,Operation major (General and spinal anaesthesia),TOTAL,3671,2199,1472,491,3180,2076,2076,NA,NA,2076,NA,NA,NA,NA,NA,123,123,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1472,NA,1472,491,981
M14 [Patient Services],14.8.2,"Out of Operation major, Gynecology- Hysterectomy surgeries",TOTAL,564,0,564,32,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,564,NA,564,32,532
M14 [Patient Services],14.8.3,"Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.",TOTAL,2037,70,1967,NA,2037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,70,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967,NA,1967,NA,1967
M14 [Patient Services],14.8.4,Operation minor (No or local anaesthesia),TOTAL,8953,8142,811,477,8476,7975,7975,NA,NA,7975,NA,NA,NA,NA,NA,167,167,NA,NA,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,811,NA,811,477,334
M14 [Patient Services],14.8.5,Number of post operative Surgical Site infection,TOTAL,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2
M14 [Patient Services],14.8.6,Number of blood units issued,TOTAL,4170,27,4143,58,4112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,27,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4143,NA,4143,58,4085
M14 [Patient Services],14.8.7,Number of blood transfusions done,TOTAL,4234,24,4210,69,4165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,24,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4210,NA,4210,69,4141
M14 [Patient Services],14.9.1,Inpatient Deaths - Male,TOTAL,258,171,87,5,253,171,171,NA,NA,171,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,87,5,82
M14 [Patient Services],14.9.2,Inpatient Deaths - Female,TOTAL,130,95,35,0,130,95,95,NA,NA,95,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,35,0,35
M14 [Patient Services],14.1,In-Patient Head Count at midnight,TOTAL,69218,43592,25626,1894,67324,40749,40749,NA,NA,40749,NA,NA,NA,NA,NA,2843,2843,NA,NA,2843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25626,NA,25626,1894,23732
M14 [Patient Services],14.11,Number of Admission in NBSU ( New Born Stabilisation Unit),TOTAL,7,NA,7,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,7,7,0
M14 [Patient Services],14.12.1,Special Newborn Care Unit (SNCU Admissions) - Inborn Male,TOTAL,58,35,23,23,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,35,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,23,23,0
M14 [Patient Services],14.12.2,Special Newborn Care Unit (SNCU Admissions) - Inborn Female,TOTAL,45,24,21,21,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,24,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,21,21,0
M14 [Patient Services],14.12.3,Outborn – Male,TOTAL,12,10,2,2,10,10,10,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,0
M14 [Patient Services],14.12.4,Outborn - Female,TOTAL,7,7,0,0,7,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.12.5,Number of newborns admitted in SNCU - referred by ASHA,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.13,Number of deaths occurring at SNCU,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.14.1,Number of children admitted in NRC,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.14.2,Number of children discharged with target weight gain from the NRCs,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.15,Number of Rogi Kalyan Samiti (RKS) meetings held,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.16,Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach,TOTAL,19,19,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,15,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.17,Stock out rate of essential Drugs,TOTAL,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M14 [Patient Services],14.18,Blood Units Issued on replacement (Family Donors to be considered as replacement donations),TOTAL,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M14 [Patient Services],14.19,Total number of blood units issued in year,TOTAL,27,27,0,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,27,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M14 [Patient Services],14.2,Patient Satisfaction Score of the facility in percentage (from Mera Aspatal),TOTAL,93,93,0,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,93,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M15 [Laboratory Testing],15.1,Number of Lab Tests done,TOTAL,324793,104923,219870,52521,272272,367,367,NA,NA,367,81,81,NA,81,NA,101382,101382,NA,7844,93538,447,447,NA,447,NA,257,257,NA,257,NA,2389,2389,NA,395,1994,219870,NA,219870,43497,176373
M15 [Laboratory Testing],15.2.1,Number of Hb tests conducted,TOTAL,34798,10882,23916,7959,26839,166,166,NA,NA,166,NA,NA,NA,NA,NA,10071,10071,NA,3195,6876,55,55,NA,55,NA,83,83,NA,83,NA,507,507,NA,155,352,23916,NA,23916,4471,19445
M15 [Laboratory Testing],15.2.2,"Out of the total number of Hb tests done, Number having Hb < 7 mg",TOTAL,359,205,154,103,256,2,2,NA,NA,2,0,0,NA,0,NA,197,197,NA,37,160,0,0,NA,0,NA,0,0,NA,0,NA,6,6,NA,0,6,154,NA,154,66,88
M15 [Laboratory Testing],15.3.1.a,Male HIV - Number Tested,TOTAL,2274,759,1515,440,1834,173,173,NA,NA,173,NA,NA,NA,NA,NA,586,586,NA,217,369,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1515,NA,1515,223,1292
M15 [Laboratory Testing],15.3.1.b,Male HIV - Number Positive,TOTAL,25,18,7,12,13,2,2,NA,NA,2,NA,NA,NA,NA,NA,16,16,NA,11,5,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,7,1,6
M15 [Laboratory Testing],15.3.2.a,Female Non ANC HIV - Number Tested,TOTAL,1457,684,773,478,979,232,232,NA,NA,232,NA,NA,NA,NA,NA,391,391,NA,192,199,0,0,NA,0,NA,NA,NA,NA,NA,NA,61,61,NA,61,NA,773,NA,773,225,548
M15 [Laboratory Testing],15.3.2.b,Female Non ANC HIV - Number Positive,TOTAL,4,3,1,2,2,1,1,NA,NA,1,NA,NA,NA,NA,NA,2,2,NA,2,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,1,NA,1,0,1
M15 [Laboratory Testing],15.3.3.a,Number of pregnant women screened for HIV,TOTAL,1484,1310,174,165,1319,95,95,NA,NA,95,NA,NA,NA,NA,NA,947,947,NA,55,892,0,0,NA,0,NA,7,7,NA,7,NA,261,261,NA,NA,261,174,NA,174,103,71
M15 [Laboratory Testing],15.3.3.b,"Out of the above, number screened positive",TOTAL,5,5,0,1,4,3,3,NA,NA,3,NA,NA,NA,NA,NA,1,1,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,0,NA,0,0,0
M15 [Laboratory Testing],15.3.3.c,"Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)",TOTAL,4,4,0,1,3,3,3,NA,NA,3,NA,NA,NA,NA,NA,1,1,NA,1,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M15 [Laboratory Testing],15.3.4.a,Number of Male STI/RTI attendees tested for syphilis,TOTAL,20,0,20,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,20,20,0
M15 [Laboratory Testing],15.3.4.b,Number of Male STI/RTI attendees found sero Positive for syphilis,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M15 [Laboratory Testing],15.3.4.c,Number of Female (Non ANC)STI/RTI attendees tested for syphilis,TOTAL,22,0,22,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,22,22,0
M15 [Laboratory Testing],15.3.4.d,Number of Female (Non ANC) STI/RTI attendees found sero Positive for syphilis,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M15 [Laboratory Testing],15.4.1,Widal tests - Number Tested,TOTAL,1010,473,537,579,431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473,473,NA,197,276,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537,NA,537,382,155
M15 [Laboratory Testing],15.4.2,Widal tests - Number Positive,TOTAL,41,8,33,35,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,8,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,33,27,6
M15 [Laboratory Testing],15.5.1,Radiology - X-ray,TOTAL,17148,3197,13951,5469,11679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3197,3197,NA,NA,3197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13951,NA,13951,5469,8482
M15 [Laboratory Testing],15.5.2,Radiology - Ultrasonography (USG),TOTAL,6567,1389,5178,1221,5346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1389,1389,NA,NA,1389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5178,NA,5178,1221,3957
M16 [Details of deaths reported with probable causes:],16.1,Infant deaths within 24 hrs(1 to 23 Hrs) of birth,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.2.1,Infant Deaths up to 4 weeks due to Sepsis,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.2.2,Infant Deaths up to 4 weeks due to Asphyxia,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.2.3,Infant Deaths up to 4 weeks due to Other causes,TOTAL,1,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1
M16 [Details of deaths reported with probable causes:],16.3.1,Number of Infant Deaths (1 -12 months) due to Pneumonia,TOTAL,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA
M16 [Details of deaths reported with probable causes:],16.3.2,Number of Infant Deaths (1 -12 months) due to Diarrhoea,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.3.3,Number of Infant Deaths (1 -12 months) due to Fever related,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.3.4,Number of Infant Deaths (1 -12 months) due to Measles,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.3.5,Number of Infant Deaths (1 -12 months) due to Others,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.4.1,Number of Child Deaths (1 -5 years) due to Pneumonia,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.4.2,Number of Child Deaths (1 -5 years) due to Diarrhoea,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
