Indicator,S.No.,Parameters,Type,SubDistrict - _South - Total [(A+B) or (C+D)],SubDistrict - _South - Public [A],SubDistrict - _South - Private [B],SubDistrict - _South - Urban [C],SubDistrict - _South - Rural [D],SubDistrict - Autonomous - Total [(A+B) or (C+D)],SubDistrict - Autonomous - Public [A],SubDistrict - Autonomous - Private [B],SubDistrict - Autonomous - Urban [C],SubDistrict - Autonomous - Rural [D],SubDistrict - CGHS - Total [(A+B) or (C+D)],SubDistrict - CGHS - Public [A],SubDistrict - CGHS - Private [B],SubDistrict - CGHS - Urban [C],SubDistrict - CGHS - Rural [D],SubDistrict - Delhi Govt - Total [(A+B) or (C+D)],SubDistrict - Delhi Govt - Public [A],SubDistrict - Delhi Govt - Private [B],SubDistrict - Delhi Govt - Urban [C],SubDistrict - Delhi Govt - Rural [D],SubDistrict - ESI - Total [(A+B) or (C+D)],SubDistrict - ESI - Public [A],SubDistrict - ESI - Private [B],SubDistrict - ESI - Urban [C],SubDistrict - ESI - Rural [D],SubDistrict - IPP VIII-MCD - Total [(A+B) or (C+D)],SubDistrict - IPP VIII-MCD - Public [A],SubDistrict - IPP VIII-MCD - Private [B],SubDistrict - IPP VIII-MCD - Urban [C],SubDistrict - IPP VIII-MCD - Rural [D],SubDistrict - MCW Centres MCD - Total [(A+B) or (C+D)],SubDistrict - MCW Centres MCD - Public [A],SubDistrict - MCW Centres MCD - Private [B],SubDistrict - MCW Centres MCD - Urban [C],SubDistrict - MCW Centres MCD - Rural [D],SubDistrict - Private - Total [(A+B) or (C+D)],SubDistrict - Private - Public [A],SubDistrict - Private - Private [B],SubDistrict - Private - Urban [C],SubDistrict - Private - Rural [D]
M14 [Patient Services],14.1.1,Outpatient - Diabetes,TOTAL,5632,988,4644,2389,3243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,766,766,NA,766,0,NA,NA,NA,NA,NA,111,111,NA,111,NA,111,111,NA,111,0,4644,NA,4644,1401,3243
M14 [Patient Services],14.1.2,Outpatient - Hypertension,TOTAL,3419,742,2677,1056,2363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436,436,NA,436,0,NA,NA,NA,NA,NA,147,147,NA,147,NA,159,159,NA,159,0,2677,NA,2677,314,2363
M14 [Patient Services],14.1.3,Outpatient - Stroke (Paralysis),TOTAL,293,0,293,3,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,NA,293,3,290
M14 [Patient Services],14.1.4,Outpatient - Acute Heart Diseases,TOTAL,5350,0,5350,19,5331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5350,NA,5350,19,5331
M14 [Patient Services],14.1.5,Outpatient - Mental illness,TOTAL,1767,2,1765,521,1246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,1765,NA,1765,519,1246
M14 [Patient Services],14.1.6,Outpatient - Epilepsy,TOTAL,439,0,439,3,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439,NA,439,3,436
M14 [Patient Services],14.1.7,Outpatient - Ophthalmic Related,TOTAL,5790,1372,4418,4413,1377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,975,975,NA,975,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397,397,NA,38,359,4418,NA,4418,3400,1018
M14 [Patient Services],14.1.8,Outpatient - Dental,TOTAL,1418,151,1267,652,766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,142,NA,142,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,NA,9,NA,1267,NA,1267,501,766
M14 [Patient Services],14.1.9,Outpatient - Oncology,TOTAL,5852,0,5852,1857,3995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5852,NA,5852,1857,3995
M14 [Patient Services],14.2.1,Allopathic- Outpatient attendance,TOTAL,512516,399479,113037,226988,285528,171685,171685,NA,NA,171685,38833,38833,NA,38833,NA,143465,143465,NA,111863,31602,18567,18567,NA,18567,NA,3620,3620,NA,3620,NA,23309,23309,NA,13487,9822,113037,NA,113037,40618,72419
M14 [Patient Services],14.2.2,Ayush - Outpatient attendance,TOTAL,13177,13130,47,13177,0,NA,NA,NA,NA,NA,4318,4318,NA,4318,NA,8812,8812,NA,8812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,47,47,0
M14 [Patient Services],14.3.1.a,Inpatient (Male)- Children<18yrs,TOTAL,2925,2412,513,220,2705,2313,2313,NA,NA,2313,NA,NA,NA,NA,NA,99,99,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513,NA,513,220,293
M14 [Patient Services],14.3.1.b,Inpatient (Male)- Adults,TOTAL,8226,4551,3675,880,7346,4551,4551,NA,NA,4551,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3675,NA,3675,880,2795
M14 [Patient Services],14.3.2.a,Inpatient (Female)- Children<18yrs,TOTAL,1663,1282,381,174,1489,1211,1211,NA,NA,1211,NA,NA,NA,NA,NA,71,71,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,381,NA,381,174,207
M14 [Patient Services],14.3.2.b,Inpatient (Female)- Adults,TOTAL,7368,3702,3666,1357,6011,3702,3702,NA,NA,3702,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3666,NA,3666,1357,2309
M14 [Patient Services],14.3.3,Number of Left Against Medical Advice (LAMA) cases,TOTAL,94,NA,94,22,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,94,22,72
M14 [Patient Services],14.4.1,Inpatient - Malaria,TOTAL,21,8,13,8,13,3,3,NA,NA,3,NA,NA,NA,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,13,8,5
M14 [Patient Services],14.4.2,Inpatient - Dengue,TOTAL,20,4,16,6,14,4,4,NA,NA,4,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,16,6,10
M14 [Patient Services],14.4.3,Inpatient - Typhoid,TOTAL,109,9,100,55,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,100,55,45
M14 [Patient Services],14.4.4,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",TOTAL,423,3,420,74,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,NA,420,74,346
M14 [Patient Services],14.4.5,Inpatient - Tuberculosis,TOTAL,47,1,46,9,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,46,9,37
M14 [Patient Services],14.4.6,Inpatient - Pyrexia of unknown origin (PUO),TOTAL,209,0,209,117,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,NA,209,117,92
M14 [Patient Services],14.4.7,Inpatient - Diarrhea with dehydration,TOTAL,275,50,225,115,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,NA,225,115,110
M14 [Patient Services],14.4.8,Inpatient - Hepatitis,TOTAL,30,1,29,17,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,29,17,12
M14 [Patient Services],14.5,Patients registered at Emergency Department,TOTAL,36492,28771,7721,1194,35298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28771,28771,NA,NA,28771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7721,NA,7721,1194,6527
M14 [Patient Services],14.6.1,"Emergency - Trauma ( accident, injury, poisoning etc)",TOTAL,854,686,168,91,763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,686,686,NA,NA,686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,NA,168,91,77
M14 [Patient Services],14.6.2,Emergency - Burn,TOTAL,8,0,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,8,8,0
M14 [Patient Services],14.6.3,Emergency - Obstetrics complications,TOTAL,1508,1492,16,14,1494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1492,1492,NA,NA,1492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,16,14,2
M14 [Patient Services],14.6.4,Emergency - Snake Bite,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.6.5,Emergency - Acute Caridiac Emergencies,TOTAL,30,0,30,20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,30,20,10
M14 [Patient Services],14.6.7,Emergency - CVA ( Cerebovascular Disease),TOTAL,18,0,18,7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,18,7,11
M14 [Patient Services],14.7,Number of deaths occurring at Emergency Department,TOTAL,14,3,11,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,11,1,10
M14 [Patient Services],14.8.1,Operation major (General and spinal anaesthesia),TOTAL,4715,2177,2538,508,4207,1992,1992,NA,NA,1992,NA,NA,NA,NA,NA,185,185,NA,NA,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2538,NA,2538,508,2030
M14 [Patient Services],14.8.2,"Out of Operation major, Gynecology- Hysterectomy surgeries",TOTAL,83,6,77,37,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,77,37,40
M14 [Patient Services],14.8.3,"Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.",TOTAL,1913,83,1830,NA,1913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,83,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1830,NA,1830,NA,1830
M14 [Patient Services],14.8.4,Operation minor (No or local anaesthesia),TOTAL,8923,8335,588,406,8517,8121,8121,NA,NA,8121,NA,NA,NA,NA,NA,214,214,NA,NA,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,588,NA,588,406,182
M14 [Patient Services],14.8.5,Number of post operative Surgical Site infection,TOTAL,7,5,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,2
M14 [Patient Services],14.8.6,Number of blood units issued,TOTAL,741,43,698,164,577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,43,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698,NA,698,164,534
M14 [Patient Services],14.8.7,Number of blood transfusions done,TOTAL,860,43,817,137,723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,43,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,817,NA,817,137,680
M14 [Patient Services],14.9.1,Inpatient Deaths - Male,TOTAL,291,197,94,4,287,195,195,NA,NA,195,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,94,4,90
M14 [Patient Services],14.9.2,Inpatient Deaths - Female,TOTAL,170,119,51,6,164,118,118,NA,NA,118,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,51,6,45
M14 [Patient Services],14.1,In-Patient Head Count at midnight,TOTAL,70220,45230,24990,2136,68084,41461,41461,NA,NA,41461,NA,NA,NA,NA,NA,3769,3769,NA,NA,3769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24990,NA,24990,2136,22854
M14 [Patient Services],14.11,Number of Admission in NBSU ( New Born Stabilisation Unit),TOTAL,130,123,7,7,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,123,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,7,7,0
M14 [Patient Services],14.12.1,Special Newborn Care Unit (SNCU Admissions) - Inborn Male,TOTAL,53,53,0,0,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,53,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.12.2,Special Newborn Care Unit (SNCU Admissions) - Inborn Female,TOTAL,37,34,3,3,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,34,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,0
M14 [Patient Services],14.12.3,Outborn – Male,TOTAL,7,6,1,1,6,6,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0
M14 [Patient Services],14.12.4,Outborn - Female,TOTAL,4,4,0,0,4,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.12.5,Number of newborns admitted in SNCU - referred by ASHA,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.13,Number of deaths occurring at SNCU,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.14.1,Number of children admitted in NRC,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.14.2,Number of children discharged with target weight gain from the NRCs,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.15,Number of Rogi Kalyan Samiti (RKS) meetings held,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.16,Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach,TOTAL,17,17,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,4,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.17,Stock out rate of essential Drugs,TOTAL,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M14 [Patient Services],14.18,Blood Units Issued on replacement (Family Donors to be considered as replacement donations),TOTAL,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M14 [Patient Services],14.19,Total number of blood units issued in year,TOTAL,43,43,0,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,43,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M14 [Patient Services],14.2,Patient Satisfaction Score of the facility in percentage (from Mera Aspatal),TOTAL,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M15 [Laboratory Testing],15.1,Number of Lab Tests done,TOTAL,384070,84056,300014,49295,334775,443,443,NA,NA,443,54,54,NA,54,NA,81322,81322,NA,5595,75727,260,260,NA,260,NA,165,165,NA,165,NA,1812,1812,NA,255,1557,300014,NA,300014,42966,257048
M15 [Laboratory Testing],15.2.1,Number of Hb tests conducted,TOTAL,31891,9319,22572,7844,24047,181,181,NA,NA,181,54,54,NA,54,NA,8539,8539,NA,3434,5105,56,56,NA,56,NA,74,74,NA,74,NA,415,415,NA,61,354,22572,NA,22572,4165,18407
M15 [Laboratory Testing],15.2.2,"Out of the total number of Hb tests done, Number having Hb < 7 mg",TOTAL,665,287,378,401,264,1,1,NA,NA,1,0,0,NA,0,NA,224,224,NA,34,190,1,1,NA,1,NA,0,0,NA,0,NA,61,61,NA,61,0,378,NA,378,305,73
M15 [Laboratory Testing],15.3.1.a,Male HIV - Number Tested,TOTAL,2028,598,1430,357,1671,108,108,NA,NA,108,NA,NA,NA,NA,NA,490,490,NA,150,340,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,1430,NA,1430,207,1223
M15 [Laboratory Testing],15.3.1.b,Male HIV - Number Positive,TOTAL,9,4,5,1,8,1,1,NA,NA,1,NA,NA,NA,NA,NA,3,3,NA,1,2,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,5,NA,5,0,5
M15 [Laboratory Testing],15.3.2.a,Female Non ANC HIV - Number Tested,TOTAL,1437,646,791,499,938,177,177,NA,NA,177,NA,NA,NA,NA,NA,469,469,NA,292,177,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,791,NA,791,207,584
M15 [Laboratory Testing],15.3.2.b,Female Non ANC HIV - Number Positive,TOTAL,5,4,1,3,2,0,0,NA,NA,0,NA,NA,NA,NA,NA,4,4,NA,2,2,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,1,NA,1,1,0
M15 [Laboratory Testing],15.3.3.a,Number of pregnant women screened for HIV,TOTAL,1264,1121,143,493,771,88,88,NA,NA,88,NA,NA,NA,NA,NA,982,982,NA,326,656,0,0,NA,0,NA,22,22,NA,22,NA,29,29,NA,29,0,143,NA,143,116,27
M15 [Laboratory Testing],15.3.3.b,"Out of the above, number screened positive",TOTAL,2,1,1,1,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,1,1,NA,0,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,1,NA,1,1,0
M15 [Laboratory Testing],15.3.3.c,"Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)",TOTAL,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M15 [Laboratory Testing],15.3.4.a,Number of Male STI/RTI attendees tested for syphilis,TOTAL,61,NA,61,61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,61,61,0
M15 [Laboratory Testing],15.3.4.b,Number of Male STI/RTI attendees found sero Positive for syphilis,TOTAL,11,NA,11,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,11,11,0
M15 [Laboratory Testing],15.3.4.c,Number of Female (Non ANC)STI/RTI attendees tested for syphilis,TOTAL,1,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0
M15 [Laboratory Testing],15.3.4.d,Number of Female (Non ANC) STI/RTI attendees found sero Positive for syphilis,TOTAL,12,NA,12,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,12,12,0
M15 [Laboratory Testing],15.4.1,Widal tests - Number Tested,TOTAL,1335,644,691,515,820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,644,644,NA,60,584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691,NA,691,455,236
M15 [Laboratory Testing],15.4.2,Widal tests - Number Positive,TOTAL,241,100,141,126,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,NA,4,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,NA,141,122,19
M15 [Laboratory Testing],15.5.1,Radiology - X-ray,TOTAL,22190,3307,18883,5263,16927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3307,3307,NA,NA,3307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18883,NA,18883,5263,13620
M15 [Laboratory Testing],15.5.2,Radiology - Ultrasonography (USG),TOTAL,9241,612,8629,1348,7893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,612,612,NA,NA,612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8629,NA,8629,1348,7281
M16 [Details of deaths reported with probable causes:],16.1,Infant deaths within 24 hrs(1 to 23 Hrs) of birth,TOTAL,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.2.1,Infant Deaths up to 4 weeks due to Sepsis,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.2.2,Infant Deaths up to 4 weeks due to Asphyxia,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.2.3,Infant Deaths up to 4 weeks due to Other causes,TOTAL,4,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,0,2
M16 [Details of deaths reported with probable causes:],16.3.1,Number of Infant Deaths (1 -12 months) due to Pneumonia,TOTAL,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA
M16 [Details of deaths reported with probable causes:],16.3.2,Number of Infant Deaths (1 -12 months) due to Diarrhoea,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.3.3,Number of Infant Deaths (1 -12 months) due to Fever related,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.3.4,Number of Infant Deaths (1 -12 months) due to Measles,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.3.5,Number of Infant Deaths (1 -12 months) due to Others,TOTAL,3,1,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,0,2
M16 [Details of deaths reported with probable causes:],16.4.1,Number of Child Deaths (1 -5 years) due to Pneumonia,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M16 [Details of deaths reported with probable causes:],16.4.2,Number of Child Deaths (1 -5 years) due to Diarrhoea,TOTAL,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
