Indicator,S.No.,Parameters,Type,SubDistrict - _South - Total [(A+B) or (C+D)],SubDistrict - _South - Public [A],SubDistrict - _South - Private [B],SubDistrict - _South - Urban [C],SubDistrict - _South - Rural [D],SubDistrict - Autonomous - Total [(A+B) or (C+D)],SubDistrict - Autonomous - Public [A],SubDistrict - Autonomous - Private [B],SubDistrict - Autonomous - Urban [C],SubDistrict - Autonomous - Rural [D],SubDistrict - CGHS - Total [(A+B) or (C+D)],SubDistrict - CGHS - Public [A],SubDistrict - CGHS - Private [B],SubDistrict - CGHS - Urban [C],SubDistrict - CGHS - Rural [D],SubDistrict - Delhi Govt - Total [(A+B) or (C+D)],SubDistrict - Delhi Govt - Public [A],SubDistrict - Delhi Govt - Private [B],SubDistrict - Delhi Govt - Urban [C],SubDistrict - Delhi Govt - Rural [D],SubDistrict - ESI - Total [(A+B) or (C+D)],SubDistrict - ESI - Public [A],SubDistrict - ESI - Private [B],SubDistrict - ESI - Urban [C],SubDistrict - ESI - Rural [D],SubDistrict - IPP VIII-MCD - Total [(A+B) or (C+D)],SubDistrict - IPP VIII-MCD - Public [A],SubDistrict - IPP VIII-MCD - Private [B],SubDistrict - IPP VIII-MCD - Urban [C],SubDistrict - IPP VIII-MCD - Rural [D],SubDistrict - MCW Centres MCD - Total [(A+B) or (C+D)],SubDistrict - MCW Centres MCD - Public [A],SubDistrict - MCW Centres MCD - Private [B],SubDistrict - MCW Centres MCD - Urban [C],SubDistrict - MCW Centres MCD - Rural [D],SubDistrict - NGO - Total [(A+B) or (C+D)],SubDistrict - NGO - Public [A],SubDistrict - NGO - Private [B],SubDistrict - NGO - Urban [C],SubDistrict - NGO - Rural [D],SubDistrict - Private - Total [(A+B) or (C+D)],SubDistrict - Private - Public [A],SubDistrict - Private - Private [B],SubDistrict - Private - Urban [C],SubDistrict - Private - Rural [D]
M11 [NVBDCP],11.1.2.c,Malaria (RDT) - Plamodium Falciparum test positive,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M11 [NVBDCP],11.2.1,Kala Azar (RDT) - Tests Conducted,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M11 [NVBDCP],11.2.2,Kala Azar Positive Cases,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M11 [NVBDCP],11.2.3,Post-kala-azar dermal leishmaniasis (PKDL) cases,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M11 [NVBDCP],11.3.1,Dengue - RDT Test Positive,TOTAL,2,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,2,NA,2,0,2
M11 [NVBDCP],11.3.2,Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) Test Positive,TOTAL,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M11 [NVBDCP],11.4.1,Tests Conducted for JE,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M11 [NVBDCP],11.4.2,Tests Positive for JE,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M12 [Adolscent Health],12.1.1.a,Girls registered in AFHC,TOTAL,81,81,0,33,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,71,NA,32,39,1,1,NA,1,NA,NA,NA,NA,NA,NA,9,9,NA,NA,9,NA,NA,NA,NA,NA,0,NA,0,0,0
M12 [Adolscent Health],12.1.1.b,Boys registered in AFHC,TOTAL,8,8,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,8,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,0
M12 [Adolscent Health],12.1.2.a,"Out of registered, Girls received clinical services",TOTAL,63,63,0,33,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,53,NA,32,21,1,1,NA,1,NA,NA,NA,NA,NA,NA,9,9,NA,NA,9,NA,NA,NA,NA,NA,0,NA,0,0,0
M12 [Adolscent Health],12.1.2.b,"Out of registered, Boys received clinical services",TOTAL,8,8,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,8,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,0
M12 [Adolscent Health],12.1.3.a,"Out of registered, Girls received counselling",TOTAL,81,81,0,33,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,71,NA,32,39,1,1,NA,1,NA,NA,NA,NA,NA,NA,9,9,NA,NA,9,NA,NA,NA,NA,NA,0,NA,0,0,0
M12 [Adolscent Health],12.1.3.b,"Out of registered, Boys received counselling",TOTAL,8,8,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,8,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,0
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.1,Number of on-going DOTS patients registered,TOTAL,639,639,0,467,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,636,636,NA,464,172,3,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
"M13 [Directly Observed Treatment, Short-course (DOTS)]",13.2,Number of DOTS cases completed successfully,TOTAL,86,86,0,86,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,86,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.1.1,Outpatient - Diabetes,TOTAL,5986,783,5203,2135,3851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619,619,NA,619,NA,NA,NA,NA,NA,NA,86,86,NA,86,NA,78,78,NA,78,NA,107,NA,107,107,NA,5096,NA,5096,1245,3851
M14 [Patient Services],14.1.2,Outpatient - Hypertension,TOTAL,3385,751,2634,1270,2115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,546,546,NA,546,NA,NA,NA,NA,NA,NA,125,125,NA,125,NA,80,80,NA,80,NA,81,NA,81,81,NA,2553,NA,2553,438,2115
M14 [Patient Services],14.1.3,Outpatient - Stroke (Paralysis),TOTAL,233,NA,233,18,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,233,NA,233,18,215
M14 [Patient Services],14.1.4,Outpatient - Acute Heart Diseases,TOTAL,4934,NA,4934,22,4912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,4934,NA,4934,22,4912
M14 [Patient Services],14.1.5,Outpatient - Mental illness,TOTAL,1872,1,1871,668,1204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,1871,NA,1871,667,1204
M14 [Patient Services],14.1.6,Outpatient - Epilepsy,TOTAL,644,NA,644,317,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,644,NA,644,317,327
M14 [Patient Services],14.1.7,Outpatient - Ophthalmic Related,TOTAL,6180,1441,4739,4741,1439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1082,1082,NA,1082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359,359,NA,38,321,242,NA,242,242,NA,4497,NA,4497,3379,1118
M14 [Patient Services],14.1.8,Outpatient - Dental,TOTAL,1547,412,1135,882,665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399,399,NA,399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,NA,13,NA,81,NA,81,81,NA,1054,NA,1054,389,665
M14 [Patient Services],14.1.9,Outpatient - Oncology,TOTAL,5363,NA,5363,1383,3980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5363,NA,5363,1383,3980
M14 [Patient Services],14.2.1,Allopathic- Outpatient attendance,TOTAL,350549,239735,110814,213754,136795,NA,NA,NA,NA,NA,36452,36452,NA,36452,NA,159251,159251,NA,99511,59740,19005,19005,NA,19005,NA,1672,1672,NA,1672,NA,23355,23355,NA,14485,8870,6386,NA,6386,6386,NA,104428,NA,104428,36243,68185
M14 [Patient Services],14.2.2,Ayush - Outpatient attendance,TOTAL,10907,10845,62,10907,0,NA,NA,NA,NA,NA,2959,2959,NA,2959,NA,6086,6086,NA,6086,NA,NA,NA,NA,NA,NA,1800,1800,NA,1800,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,62,NA,62,62,0
M14 [Patient Services],14.3.1.a,Inpatient (Male)- Children<18yrs,TOTAL,3149,2726,423,184,2965,2344,2344,NA,NA,2344,NA,NA,NA,NA,NA,382,382,NA,NA,382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,4,NA,419,NA,419,180,239
M14 [Patient Services],14.3.1.b,Inpatient (Male)- Adults,TOTAL,7963,4684,3279,761,7202,4616,4616,NA,NA,4616,NA,NA,NA,NA,NA,68,68,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,54,54,NA,3225,NA,3225,707,2518
M14 [Patient Services],14.3.2.a,Inpatient (Female)- Children<18yrs,TOTAL,5510,5214,296,135,5375,4872,4872,NA,NA,4872,NA,NA,NA,NA,NA,342,342,NA,NA,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,4,NA,292,NA,292,131,161
M14 [Patient Services],14.3.2.b,Inpatient (Female)- Adults,TOTAL,5372,1832,3540,1348,4024,1092,1092,NA,NA,1092,NA,NA,NA,NA,NA,740,740,NA,NA,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,116,116,NA,3424,NA,3424,1232,2192
M14 [Patient Services],14.3.3,Number of Left Against Medical Advice (LAMA) cases,TOTAL,3844,3780,64,30,3814,3780,3780,NA,NA,3780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,63,NA,63,29,34
M14 [Patient Services],14.4.1,Inpatient - Malaria,TOTAL,32,0,32,30,2,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,32,NA,32,30,2
M14 [Patient Services],14.4.2,Inpatient - Dengue,TOTAL,7,3,4,3,4,3,3,NA,NA,3,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,4,NA,4,3,1
M14 [Patient Services],14.4.3,Inpatient - Typhoid,TOTAL,53,5,48,34,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,48,NA,48,34,14
M14 [Patient Services],14.4.4,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",TOTAL,283,0,283,80,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,NA,281,NA,281,78,203
M14 [Patient Services],14.4.5,Inpatient - Tuberculosis,TOTAL,50,0,50,13,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,5,NA,45,NA,45,8,37
M14 [Patient Services],14.4.6,Inpatient - Pyrexia of unknown origin (PUO),TOTAL,72,0,72,42,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,72,NA,72,42,30
M14 [Patient Services],14.4.7,Inpatient - Diarrhea with dehydration,TOTAL,145,15,130,66,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,130,NA,130,66,64
M14 [Patient Services],14.4.8,Inpatient - Hepatitis,TOTAL,28,2,26,10,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,26,NA,26,10,16
M14 [Patient Services],14.5,Patients registered at Emergency Department,TOTAL,5983,NA,5983,1007,4976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,110,110,NA,5873,NA,5873,897,4976
M14 [Patient Services],14.6.1,"Emergency - Trauma ( accident, injury, poisoning etc)",TOTAL,150,NA,150,25,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,150,NA,150,25,125
M14 [Patient Services],14.6.2,Emergency - Burn,TOTAL,15,NA,15,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,15,NA,15,14,1
M14 [Patient Services],14.6.3,Emergency - Obstetrics complications,TOTAL,2,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,2,NA,2,1,1
M14 [Patient Services],14.6.4,Emergency - Snake Bite,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0
M14 [Patient Services],14.6.5,Emergency - Acute Caridiac Emergencies,TOTAL,35,NA,35,9,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,35,NA,35,9,26
M14 [Patient Services],14.6.7,Emergency - CVA ( Cerebovascular Disease),TOTAL,11,NA,11,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,11,NA,11,3,8
M14 [Patient Services],14.7,Number of deaths occurring at Emergency Department,TOTAL,15,4,11,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,11,NA,11,1,10
M14 [Patient Services],14.8.1,Operation major (General and spinal anaesthesia),TOTAL,4787,2448,2339,507,4280,2221,2221,NA,NA,2221,NA,NA,NA,NA,NA,227,227,NA,NA,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,39,39,NA,2300,NA,2300,468,1832
M14 [Patient Services],14.8.2,"Out of Operation major, Gynecology- Hysterectomy surgeries",TOTAL,124,NA,124,68,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,9,9,NA,115,NA,115,59,56
M14 [Patient Services],14.8.3,"Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.",TOTAL,1742,77,1665,NA,1742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,77,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1665,NA,1665,NA,1665
M14 [Patient Services],14.8.4,Operation minor (No or local anaesthesia),TOTAL,8843,8124,719,530,8313,7911,7911,NA,NA,7911,NA,NA,NA,NA,NA,213,213,NA,NA,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,45,45,NA,674,NA,674,485,189
M14 [Patient Services],14.8.5,Number of post operative Surgical Site infection,TOTAL,5,5,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M14 [Patient Services],14.8.6,Number of blood units issued,TOTAL,3543,NA,3543,114,3429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,3543,NA,3543,114,3429
M14 [Patient Services],14.8.7,Number of blood transfusions done,TOTAL,656,NA,656,106,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,656,NA,656,106,550
M14 [Patient Services],14.9.1,Inpatient Deaths - Male,TOTAL,351,247,104,3,348,243,243,NA,NA,243,NA,NA,NA,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,104,NA,104,3,101
M14 [Patient Services],14.9.2,Inpatient Deaths - Female,TOTAL,186,128,58,1,185,124,124,NA,NA,124,NA,NA,NA,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,58,NA,58,1,57
M14 [Patient Services],14.1,In-Patient Head Count at midnight,TOTAL,64642,41934,22708,1345,63297,38872,38872,NA,NA,38872,NA,NA,NA,NA,NA,3062,3062,NA,NA,3062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22708,NA,22708,1345,21363
M14 [Patient Services],14.11,Number of Admission in NBSU ( New Born Stabilisation Unit),TOTAL,8,NA,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,8,8,0
M14 [Patient Services],14.12.1,Special Newborn Care Unit (SNCU Admissions) - Inborn Male,TOTAL,27,25,2,2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,25,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,0
M14 [Patient Services],14.12.2,Special Newborn Care Unit (SNCU Admissions) - Inborn Female,TOTAL,24,23,1,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,23,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0
M14 [Patient Services],14.12.3,Outborn – Male,TOTAL,11,10,1,1,10,10,10,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0
M14 [Patient Services],14.12.4,Outborn - Female,TOTAL,10,9,1,1,9,9,9,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,0
M14 [Patient Services],14.12.5,Number of newborns admitted in SNCU - referred by ASHA,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.13,Number of deaths occurring at SNCU,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.14.1,Number of children admitted in NRC,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.14.2,Number of children discharged with target weight gain from the NRCs,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.15,Number of Rogi Kalyan Samiti (RKS) meetings held,TOTAL,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
M14 [Patient Services],14.16,Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach,TOTAL,35,35,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,24,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.17,Stock out rate of essential Drugs,TOTAL,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M14 [Patient Services],14.18,Blood Units Issued on replacement (Family Donors to be considered as replacement donations),TOTAL,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M14 [Patient Services],14.19,Total number of blood units issued in year,TOTAL,87,87,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,87,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.2,Patient Satisfaction Score of the facility in percentage (from Mera Aspatal),TOTAL,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0
M15 [Laboratory Testing],15.1,Number of Lab Tests done,TOTAL,386155,81142,305013,65348,320807,244,244,NA,NA,244,674,674,NA,674,NA,77656,77656,NA,4123,73533,0,0,NA,0,NA,211,211,NA,211,NA,2357,2357,NA,256,2101,1565,NA,1565,1565,NA,303448,NA,303448,58519,244929
M15 [Laboratory Testing],15.2.1,Number of Hb tests conducted,TOTAL,24295,7700,16595,6895,17400,18,18,NA,NA,18,40,40,NA,40,NA,7217,7217,NA,2878,4339,0,0,NA,0,NA,94,94,NA,94,NA,331,331,NA,0,331,720,NA,720,720,NA,15875,NA,15875,3163,12712
M15 [Laboratory Testing],15.2.2,"Out of the total number of Hb tests done, Number having Hb < 7 mg",TOTAL,621,498,123,76,545,1,1,NA,NA,1,0,0,NA,0,NA,497,497,NA,27,470,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,0,8,NA,8,8,NA,115,NA,115,41,74
M15 [Laboratory Testing],15.3.1.a,Male HIV - Number Tested,TOTAL,2090,965,1125,520,1570,104,104,NA,NA,104,NA,NA,NA,NA,NA,861,861,NA,288,573,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,42,42,NA,1083,NA,1083,190,893
M15 [Laboratory Testing],15.3.1.b,Male HIV - Number Positive,TOTAL,8,6,2,5,3,0,0,NA,NA,0,NA,NA,NA,NA,NA,6,6,NA,4,2,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,2,NA,2,1,1
M15 [Laboratory Testing],15.3.2.a,Female Non ANC HIV - Number Tested,TOTAL,1304,636,668,446,858,160,160,NA,NA,160,NA,NA,NA,NA,NA,476,476,NA,189,287,0,0,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,67,NA,67,67,NA,601,NA,601,190,411
